"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","proj2034.lci","proj2034.mean","proj2034.rci","rangemean","rangelci","rangerci"
"Lesser Black-backed Gull","Larus fuscus","lbbgul","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Low","Uncertain","Uncertain","Moderate","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Lesser Black-backed Gull","Larus fuscus","Lesser Black-backed Gull","Larus fuscus","Least Concern","Schedule-II","","",NA,"Lesser Black-backed Gull","Larus fuscus","avibase-2D52E3A5",1,12.66,3,0.03315485,315,"","","X",10,NA,0.5875,0.8,11.6,4.57519961920303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3866,3862,3870
"Indian Skimmer","Rynchops albicollis","indski1","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","High","Data Deficient","Data Deficient","Restricted","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Within-India Migrant",1,NA,NA,"Indian Skimmer","Rynchops albicollis","Indian Skimmer","Rynchops albicollis","Endangered","Schedule-I","","",40,"Indian Skimmer","Rynchops albicollis","avibase-88151F23",1,6.93,1,0.869605063,316,"","","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Blue-billed White-Tern","Gygis candida","whiter4","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Blue-billed White-Tern","Gygis candida","Common White Tern","Gygis candida","Least Concern","Schedule-II","","",NA,"Blue-billed White Tern","Gygis candida","avibase-0E429338",NA,10.32,1,NA,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown Noddy","Anous stolidus","brnnod","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",NA,NA,NA,"Brown Noddy","Anous stolidus","Brown Noddy","Anous stolidus","Least Concern","Schedule-II","","",NA,"Brown Noddy","Anous stolidus","avibase-A070171E",1,10.83,1,0.007750678,318,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesser Noddy","Anous tenuirostris","lesnod1","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Uncertain",NA,NA,NA,"Lesser Noddy","Anous tenuirostris","Lesser Noddy","Anous tenuirostris","Least Concern","Schedule-II","","",NA,"Lesser Noddy","Anous tenuirostris","avibase-03F9EB15",1,6.43,1,0.071870326,319,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black Noddy","Anous minutus","blknod","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"24 hour","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Black Noddy","Anous minutus","Black Noddy","Anous minutus","Least Concern","Schedule-II","","Appendix II",NA,"Black Noddy","Anous minutus","avibase-C67DCF31",NA,8.63,1,NA,320,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sooty Tern","Onychoprion fuscatus","sooter1","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",NA,NA,NA,"Sooty Tern","Onychoprion fuscatus","Sooty Tern","Onychoprion fuscatus","Least Concern","Schedule-II","","",NA,"Sooty Tern","Onychoprion fuscatus","avibase-3E7F825D",1,11.44,1,0.014582308,321,"","","",1,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bridled Tern","Onychoprion anaethetus","briter1","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",NA,NA,NA,"Bridled Tern","Onychoprion anaethetus","Bridled Tern","Onychoprion anaethetus","Least Concern","Schedule-II","","",NA,"Bridled Tern","Onychoprion anaethetus","avibase-E6518B9D",1,10.01,1,0.02866614,322,"","","",3,NA,0.333333333333333,NA,9.66666666666667,13.1155751345914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little Tern","Sternula albifrons","litter1","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Little Tern","Sternula albifrons","Little Tern","Sternula albifrons","Least Concern","Schedule-II","","Appendix II",710,"Little Tern","Sternula albifrons","avibase-17310BF0",1,10.02,2,0.019498148,323,"","","X",12,NA,0.385416666666667,0.583333333333333,12.5,4.61240882311132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8569,8456,8682
"Saunders's Tern","Sternula saundersi","sauter2","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Saunders's Tern","Sternula saundersi","Saunders's Tern","Sternula saundersi","Least Concern","Schedule-II","","Appendix II",NA,"Saunders's Tern","Sternula saundersi","avibase-4B21F4D8",1,6.93,1,0.002747428,324,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gull-billed Tern","Gelochelidon nilotica","gubter2","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","High","Strong Decline","Uncertain","Restricted","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",NA,NA,NA,"Gull-billed Tern","Gelochelidon nilotica","Common Gull-billed Tern","Gelochelidon nilotica","Least Concern","Schedule-I","","Appendix II",NA,"Gull-billed Tern","Gelochelidon nilotica","avibase-87168739",1,8.51,2,0.01783409,325,"","","X",21,0.142857142857143,0.351190476190476,0.380952380952381,16.4761904761905,2.84551889429288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8570,8478,8662
"Caspian Tern","Hydroprogne caspia","caster1","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Moderate","Moderate Decline","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",NA,NA,NA,"Caspian Tern","Hydroprogne caspia","Caspian Tern","Hydroprogne caspia","Least Concern","Schedule-II","","Appendix II",710,"Caspian Tern","Hydroprogne caspia","avibase-BC06BC0D",1,11.23,1,0.055138468,326,"","","X",21,NA,0.327380952380952,0.285714285714286,14.6666666666667,2.82847740744812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10218,10105,10331
"Whiskered Tern","Chlidonias hybrida","whiter2","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Moderate","Moderate Decline","Strong Decline","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Whiskered Tern","Chlidonias hybrida","Whiskered Tern","Chlidonias hybrida","Least Concern","Schedule-II","","",NA,"Whiskered Tern","Chlidonias hybrida","avibase-7AB4E42B",1,5.45,1,0.086116037,327,"","X","X",156,0.0576923076923077,0.40224358974359,0.391025641025641,13.4294871794872,1.02757947731228,NA,NA,NA,-17.8902016855277,-10.6869907238355,-3.48377976214334,20.6426865976226,32.3198273560744,50.6580516083748,17.1958839362669,28.5241849387697,47.4884987214253,14.2944989770401,25.2367021567166,44.5586998125372,11.8821346474481,22.3174702150433,41.8899836014134,9.85832952161561,19.7189936901751,39.4280351996895,8.17954759544129,17.4338320277387,37.1470949453239,6.78047276610827,15.4023360156341,35.0010659024285,5.62034086203023,13.6078870727786,32.9889300179035,NA,NA,NA,108532,108359,108705
"Black Tern","Chlidonias niger","blkter","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"24 hour","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Black Tern","Chlidonias niger","Black Tern","Chlidonias niger","Least Concern","Schedule-II","","Appendix II",NA,"Black Tern","Chlidonias niger","avibase-115AF02D",NA,5.37,1,NA,328,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-winged Tern","Chlidonias leucopterus","whwter","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"Diurnal","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"White-winged Tern","Chlidonias leucopterus","White-winged Tern","Chlidonias leucopterus","Least Concern","Schedule-II","","Appendix II",NA,"White-winged Tern","Chlidonias leucopterus","avibase-43CAAEE3",1,4.49,1,0.00457385,329,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"River Tern","Sterna aurantia","rivter1","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Moderate","Moderate Decline","Moderate Decline","Very Large","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",NA,NA,NA,"River Tern","Sterna aurantia","River Tern","Sterna aurantia","Vulnerable","Schedule-I","","",550,"River Tern","Sterna aurantia","avibase-A874F334",1,6.68,1,0.524643816,330,"","X","X",263,0.0722433460076046,0.481463878326996,0.600760456273764,12.2813688212928,0.75826991110421,NA,NA,NA,-4.01994113006252,-1.9212402222232,0.177460685616125,60.4557523535297,71.7733709503295,85.2737239748909,57.8353448729068,70.2606287734909,85.3743222427848,55.2902574244763,68.748790866566,85.539682705796,52.8262966207379,67.264463087029,85.7066169470591,50.4568718242269,65.818601760216,85.8839762058517,48.1776766924799,64.4050089099693,86.1149460202403,45.9797635393344,63.0038683909093,86.338565631151,43.8926364764116,61.6459038839699,86.5735612418591,NA,NA,NA,172820,172738,172902
"Arctic Tern","Sterna paradisaea","arcter","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"24 hour","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Arctic Tern","Sterna paradisaea","Arctic Tern","Sterna paradisaea","Least Concern","Schedule-II","","Appendix II",NA,"Arctic Tern","Sterna paradisaea","avibase-BDC5CF80",NA,11.27,1,NA,331,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Tern","Sterna hirundo","comter","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Low","Data Deficient","Uncertain","Moderate","24 hour","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Common Tern","Sterna hirundo","Common Tern","Sterna hirundo","Least Concern","Schedule-II","","Appendix II",1000,"Common Tern","Sterna hirundo","avibase-4D2FF6F1",1,11.03,3,0.008458986,332,"","","X",7,NA,0.482142857142857,0.714285714285714,16.1428571428571,5.71318941864641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2791,2718,2864
"White-cheeked Tern","Sterna repressa","whcter1","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Passage Migrant",NA,NA,NA,"White-cheeked Tern","Sterna repressa","White-cheeked Tern","Sterna repressa","Least Concern","Schedule-II","","Appendix II",NA,"White-cheeked Tern","Sterna repressa","avibase-CF5C013D",NA,8.24,1,0.275780287,333,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-naped Tern","Sterna sumatrana","blnter1","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident",NA,NA,1,"Black-naped Tern","Sterna sumatrana","Black-naped Tern","Sterna sumatrana","Least Concern","Schedule-II","","",NA,"Black-naped Tern","Sterna sumatrana","avibase-9D6704AC",1,8.95,2,0.021420525,334,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roseate Tern","Sterna dougallii","roster","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Summer Migrant",NA,NA,NA,"Roseate Tern","Sterna dougallii","Roseate Tern","Sterna dougallii","Least Concern","Schedule-II","","",100,"Roseate Tern","Sterna dougallii","avibase-74236837",1,8.86,2,0.015188034,335,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-bellied Tern","Sterna acuticauda","blbter1","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",1,NA,NA,"Black-bellied Tern","Sterna acuticauda","Black-bellied Tern","Sterna acuticauda","Endangered","Schedule-I","","",250,"Black-bellied Tern","Sterna acuticauda","avibase-807E1277",1,6.56,1,0.708186801,336,"","","X",27,0.185185185185185,0.134259259259259,0.259259259259259,15.1481481481481,2.30324789144046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12078,11957,12199
"Sandwich Tern","Thalasseus sandvicensis","santer1","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Sandwich Tern","Thalasseus sandvicensis","Sandwich Tern","Thalasseus sandvicensis","Least Concern","Schedule-II","","Appendix II",NA,"Sandwich Tern","Thalasseus sandvicensis","avibase-F7504353",1,10.29,1,0.003706348,337,"","","X",9,NA,0.388888888888889,0.555555555555556,13,4.32139380807216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2551,2551,2551
"Lesser Crested Tern","Thalasseus bengalensis","lecter2","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Low","Data Deficient","Uncertain","Moderate","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",NA,NA,NA,"Lesser Crested Tern","Thalasseus bengalensis","Lesser Crested Tern","Thalasseus bengalensis","Least Concern","Schedule-II","","Appendix II",NA,"Lesser Crested Tern","Thalasseus bengalensis","avibase-D01CDECD",1,10.19,1,0.088417536,338,"","","X",11,NA,0.556818181818182,0.727272727272727,12,3.79322266441323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3814,3798,3830
"Great Crested Tern","Thalasseus bergii","grcter1","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Low","Data Deficient","Strong Increase","Moderate","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Great Crested Tern","Thalasseus bergii","Greater Crested Tern","Thalasseus bergii","Least Concern","Schedule-II","","Appendix II",10000,"Greater Crested Tern","Thalasseus bergii","avibase-526978C4",1,12.13,3,0.001668955,339,"","","X",13,NA,0.538461538461538,0.692307692307692,11.3846153846154,3.54761847500284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7374,7271,7477
"Greater Flamingo","Phoenicopterus roseus","grefla3","Phoenicopteriformes","Phoenicopteridae (Flamingos)","Low","Uncertain","Uncertain","Moderate","24 hour","24 hour","Omnivore","No","No","No","Non-endemic","Wetland","Within-India Migrant",NA,NA,NA,"Greater Flamingo","Phoenicopterus roseus","Greater Flamingo","Phoenicopterus roseus","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"Greater Flamingo","Phoenicopterus roseus","avibase-0F9B5174",1,14.46,1,0.236636416,340,"","","X",26,0.0384615384615385,0.326923076923077,0.307692307692308,10.2307692307692,2.34017936904203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15716,15590,15842
"Lesser Flamingo","Phoeniconaias minor","lesfla1","Phoenicopteriformes","Phoenicopteridae (Flamingos)","Moderate","Data Deficient","Uncertain","Restricted","24 hour","24 hour","Plant & Seed","No","No","No","Non-endemic","Wetland","Within-India Migrant",NA,NA,NA,"Lesser Flamingo","Phoeniconaias minor","Lesser Flamingo","Phoeniconaias minor","Near Threatened","Schedule-II","Appendix II","Appendix II",3900,"Lesser Flamingo","Phoeniconaias minor","avibase-B06A9079",1,13.4,1,0.033972698,341,"","","X",1,1,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Little Grebe","Tachybaptus ruficollis","litgre1","Podicipediformes","Podicipedidae (Grebes)","Low","Stable","Strong Decline","Very Large","24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Little Grebe","Tachybaptus ruficollis","Little Grebe","Tachybaptus ruficollis","Least Concern","Schedule-II","","",10000,"Little Grebe","Tachybaptus ruficollis","avibase-215FEA89",1,4.34,2,0.078456523,342,"X","X","X",268,0.0895522388059701,0.478544776119403,0.667910447761194,12.0373134328358,0.769578321761344,27.1794409720043,31.2349798952549,36.0512226442622,-0.773245383781384,-0.0405057582197611,0.692233867341862,89.1941994399185,103.343063513585,119.745898013381,87.3771164876092,103.266072610901,122.068499088514,85.5543914654141,103.230341070054,124.445959060671,83.7479593387867,103.22342377495,126.977433277043,81.9809127101981,103.155742996377,129.592751924552,80.2664671951399,103.069927766201,132.240547771671,78.5956671799337,102.9594319679,134.929767926344,76.8777386829643,102.907956924801,137.7100914267,NA,NA,NA,183274,183180,183368
"Horned Grebe","Podiceps auritus","horgre","Podicipediformes","Podicipedidae (Grebes)",NA,NA,NA,NA,"Diurnal","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Horned Grebe","Podiceps auritus","Horned Grebe","Podiceps auritus","Vulnerable","Schedule-II","","Appendix II",NA,"Horned Grebe","Podiceps auritus","avibase-018B3169",NA,5.24,1,NA,343,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-necked Grebe","Podiceps grisegena","rengre","Podicipediformes","Podicipedidae (Grebes)",NA,NA,NA,NA,"24 hour","24 hour","Omnivore","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Red-necked Grebe","Podiceps grisegena","Red-necked Grebe","Podiceps grisegena","Least Concern","Schedule-II","","Appendix II",NA,"Red-necked Grebe","Podiceps grisegena","avibase-1CBD2CED",NA,5.86,1,0.003273549,344,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Great Crested Grebe","Podiceps cristatus","grcgre1","Podicipediformes","Podicipedidae (Grebes)","Low","Uncertain","Uncertain","Moderate","Diurnal","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",NA,NA,NA,"Great Crested Grebe","Podiceps cristatus","Great Crested Grebe","Podiceps cristatus","Least Concern","Schedule-II","","",250,"Great Crested Grebe","Podiceps cristatus","avibase-8F269702",1,5.06,1,0.040156282,345,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eared Grebe","Podiceps nigricollis","eargre","Podicipediformes","Podicipedidae (Grebes)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Black-necked Grebe","Podiceps nigricollis","Black-necked Grebe","Podiceps nigricollis","Least Concern","Schedule-II","","",NA,"Black-necked Grebe","Podiceps nigricollis","avibase-32DCEC14",1,5.24,1,0.002523776,346,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-tailed Tropicbird","Phaethon lepturus","whttro","Phaethontiformes","Phaethontidae (Tropicbirds)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Resident",NA,1,NA,"White-tailed Tropicbird","Phaethon lepturus","White-tailed Tropicbird","Phaethon lepturus","Least Concern","Schedule-II","","",NA,"White-tailed Tropicbird","Phaethon lepturus","avibase-1D07B501",1,9.31,2,0.010486112,347,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-billed Tropicbird","Phaethon aethereus","rebtro","Phaethontiformes","Phaethontidae (Tropicbirds)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Red-billed Tropicbird","Phaethon aethereus","Red-billed Tropicbird","Phaethon aethereus","Least Concern","Schedule-II","","",NA,"Red-billed Tropicbird","Phaethon aethereus","avibase-7EE005BD",1,10.94,1,0.0045809,348,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
