"eBird.English.Name.2025","currentslopelci1","currentslopemean1","currentsloperci1","currentslopelci2","currentslopemean2","currentsloperci2","currentslopelci3","currentslopemean3","currentsloperci3","currentslopelci4","currentslopemean4","currentsloperci4","currentslopelci5","currentslopemean5","currentsloperci5","currentslopelci6","currentslopemean6","currentsloperci6","currentslopelci7","currentslopemean7","currentsloperci7","currentslopelci8","currentslopemean8","currentsloperci8","currentslopelci9","currentslopemean9","currentsloperci9","currentslopelci10","currentslopemean10","currentsloperci10","currentslopelci11","currentslopemean11","currentsloperci11"
"Mute Swan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tundra Swan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whooper Swan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knob-billed Duck",-3.92541317784149,0.727959598239525,5.38133237432054,-5.9564547310512,-1.34984101320778,3.25677270463565,-4.16664051149756,0.0843394594202506,4.33531943033806,-4.65334013109096,-0.318787576334717,4.01576497842153,-5.03960713057624,-0.826711861259601,3.38618340805704,-4.40535681164183,-0.643656457881073,3.11804389587968,-4.90394736104972,-0.535547463151795,3.83285243474612,-4.53334058278726,-0.257152378991472,4.01903582480431,-5.09252972916158,-0.492964871989396,4.10659998518278,-6.12954444719457,-1.67787206877735,2.77380030963987,-6.66575334285645,-1.90525942878079,2.85523448529487
"Ruddy Shelduck",-3.53554112027298,-1.48919648412226,0.557148152028456,-5.3689782583295,-3.63942123011149,-1.90986420189349,-4.86046287667804,-2.53137931270028,-0.202295748722531,-4.95156895588992,-2.66208678657072,-0.372604617251527,-4.6545110030779,-2.54102034815464,-0.427529693231375,-4.87458088447515,-2.6487862762051,-0.422991667935055,-4.7561388048078,-2.56536404426938,-0.374589283730972,-4.75752576431208,-2.50716042518112,-0.256795086050166,-5.08153464588638,-2.72067829179787,-0.359821937709368,-5.30457772478868,-2.87246342377607,-0.440349122763453,-5.46245190976656,-2.87423315274899,-0.286014395731413
"Common Shelduck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cotton Pygmy-Goose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mandarin Duck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baikal Teal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garganey",-2.24285019244342,3.34057847174622,8.92400713593586,0.124730757020593,5.45595851892007,10.7871862808196,-0.641638364394184,4.71349781068429,10.0686339857628,0.945040681774008,5.32126948703885,9.6974982923037,-0.579454464945273,4.56845603283557,9.71636653061641,-0.128002386182799,4.53174960354782,9.19150159327844,-0.123798442804789,4.78748583426393,9.69877011133265,-0.385340681677774,4.80965613733658,10.0046529563509,-0.66733830881976,4.73195554645704,10.1312494017338,-0.849920453997666,4.77418632227074,10.3982930985391,-2.75178443254118,2.45523530847835,7.66225504949787
"Northern Shoveler",-6.46430662591594,-2.94850444500481,0.567297735906315,-7.27786231384222,-3.81653153725971,-0.355200760677201,-7.04037983887957,-3.70230174245526,-0.364223646030954,-6.60990396548909,-3.44279496337386,-0.275685961258623,-6.68595198065301,-3.5569174795393,-0.427882978425594,-6.16636619581225,-3.65108609945727,-1.13580600310229,-6.42086162699391,-3.47689224823466,-0.532922869475415,-6.60339064056129,-3.43072027667673,-0.258049912792165,-7.28484103783323,-4.37920808654058,-1.47357513524792,-7.40851961504569,-3.94421377858175,-0.479907942117808,-7.60060217822944,-3.91646989682477,-0.232337615420103
"Gadwall",-4.57650342545318,-0.791660146390021,2.99318313267314,-8.03715898461423,-3.39597040160024,1.24521818141376,-7.74487537354288,-3.26956851803442,1.20573833747403,-7.46595210209766,-3.07298202629906,1.31998804949954,-7.26210528398192,-2.98733385007113,1.28743758383966,-6.73180819632911,-3.09733483718563,0.53713852195786,-7.03156786331031,-2.90871920236313,1.21412945858405,-7.0441832564594,-2.7702759097381,1.5036314369832,-7.5832171111403,-3.05561760772381,1.47198189569269,-8.26753529196634,-3.67055954077798,0.926416210410366,-9.1759496036804,-4.839404941712,-0.502860279743599
"Falcated Duck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Wigeon",3.61736831736979,7.00029130150619,10.3832142856426,1.31943965326245,4.86070173024592,8.40196380722938,1.90759118039438,5.46558480217728,9.02357842396018,2.28391488343166,5.6937081999317,9.10350151643173,2.23053434239876,5.58790861123024,8.94528288006173,2.22917387099213,5.50624930594821,8.78332474090429,2.76283113900912,5.76924136826218,8.77565159751524,2.25209849607636,5.69003415744059,9.12796981880482,2.01890080443187,5.61851410950378,9.21812741457569,1.33948100255652,4.97905738708957,8.61863377162263,0.77325289751193,4.44313519813739,8.11301749876286
"Indian Spot-billed Duck",-2.11880461189527,1.87121627860079,5.86123716909686,-3.85354840303882,0.185153002876224,4.22385440879127,-2.57777439804861,1.17597825528625,4.92973090862111,-3.22840576257126,0.635610855721271,4.4996274740138,-3.13596057303231,0.662980075272677,4.46192072357767,-1.8490115172761,0.629663988630183,3.10833949453647,-2.77472968207113,0.821976870703817,4.41868342347877,-3.21453067503077,0.658170431269043,4.53087153756885,-3.61133221358652,0.282194948467891,4.1757221105223,-3.91397495513175,0.141640537663439,4.19725603045863,-4.36680488695199,-0.100696292368154,4.16541230221568
"Eastern Spot-billed Duck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Pintail",-5.70676845545764,-1.78790357670921,2.13096130203922,-6.33257465025057,-2.54598564956813,1.2406033511143,-6.34035361374597,-2.83754157854145,0.665270456663077,-4.99929475165016,-1.89136098428343,1.21657278308329,-5.52436196239628,-2.22214837242057,1.08006521755515,-5.14377232703749,-2.39659407807464,0.350584170888217,-5.63763502112537,-2.2484210932115,1.14079283470236,-5.67112373843132,-2.17116776951829,1.32878819939474,-6.23188534005963,-2.58483008705253,1.06222516595458,-6.53953277408028,-2.78189913033212,0.975734513416045,-6.88358702003848,-2.90351759185329,1.0765518363319
"Green-winged Teal",-5.58676306136125,-2.02494865603082,1.53686574929962,-7.48873193649406,-3.96541874514255,-0.442105553791042,-6.78545669618464,-3.19072501950427,0.404006657176108,-6.47520440788412,-3.0298997211938,0.415404965496517,-6.52591590774452,-3.13846230602515,0.248991295694222,-6.10462624419397,-3.24014996516777,-0.375673686141573,-6.39990027525034,-3.08722345661891,0.22545336201252,-6.38502885904229,-2.97706441678478,0.430900025472722,-7.1177694814689,-4.05913502228174,-1.00050056309457,-7.21156529071846,-3.4705755123084,0.270414266101654,-7.29382196595113,-3.31209971640597,0.669622533139186
"Andaman Teal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marbled Duck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pink-headed Duck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-winged Duck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-crested Pochard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Pochard",-0.999347341101379,-0.0218746500385607,0.955598041024258,-2.07451663511409,-0.834613001268645,0.405290632576796,-1.99345174630101,-0.907767686551782,0.177916373197449,-1.8873962528621,-0.689680473915777,0.508035305030549,-1.78926712238576,-0.629762554305771,0.529742013774212,-1.83612822879468,-0.660797093242645,0.514534042309392,-1.82816825303965,-0.645644496903596,0.536879259232459,-1.58863209536081,-0.507856039553957,0.572920016252894,-1.99345901509139,-0.781903251061516,0.429652512968356,-1.96483792290123,-0.671724480227323,0.621388962446581,-2.24006961160863,-0.922209859566373,0.395649892475881
"Ferruginous Duck",-9.50551526613991,-3.58875908344811,2.3279970992437,-8.07021975699879,-3.02443107198925,2.0213576130203,-10.1423746998824,-6.12629339998991,-2.11021210009741,-9.1444103192007,-4.04871279763669,1.04698472392733,-9.71387334227753,-4.45151787413395,0.810837594009629,-9.66387707428173,-4.48590018152688,0.692076711227977,-9.53122752432229,-4.34070149918813,0.849824525946037,-9.13333070422573,-4.02077025327448,1.09179019767677,-9.64987525395215,-4.18424383024169,1.28138759346877,-10.6958780044514,-5.02899786811957,0.637882268212224,-11.8220090278348,-6.29677119719802,-0.771533366561219
"Baer's Pochard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tufted Duck",-4.33191681118313,-1.71009773029263,0.911721350597864,-6.91881516734423,-3.99228474571595,-1.06575432408766,-6.52906655546321,-4.02820932757198,-1.52735209968074,-6.16137114335816,-3.19898964332977,-0.236608143301377,-5.9875682197395,-3.14765661420056,-0.307745008661617,-6.12499798974836,-3.25515943450784,-0.385320879267322,-6.17245226425157,-3.23178395350903,-0.291115642766496,-5.95617317690875,-3.04658872531562,-0.137004273722491,-6.29590318304362,-3.22120538705385,-0.146507591064076,-6.89387176837176,-3.88651533018915,-0.879158892006544,-6.26762299971253,-2.92153861461452,0.424545770483503
"Greater Scaup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-tailed Duck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Goldeneye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Merganser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-breasted Merganser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-headed Duck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicobar Megapode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill Partridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut-breasted Partridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rufous-throated Partridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-cheeked Partridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Snow Partridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blood Pheasant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western Tragopan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satyr Tragopan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blyth's Tragopan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temminck's Tragopan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Himalayan Monal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sclater's Monal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Koklass Pheasant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tibetan Partridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mrs. Hume's Pheasant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cheer Pheasant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kalij Pheasant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Peafowl",-1.09464959594574,0.72908000548297,2.55280960691168,-3.3778585553744,-1.32759396799993,0.72267061937455,-2.72319502839623,-0.400521587807698,1.92215185278084,-2.95109871667439,-0.742665376259464,1.46576796415547,-2.85004734553331,-0.602213991205279,1.64561936312275,-2.79950079218247,-0.564295807600202,1.67090917698207,-2.51876142298099,-0.432298928912994,1.654163565155,-2.95152593609467,-0.70667099190024,1.53818395229419,-2.79789177374237,-0.440526056857396,1.91683966002757,-3.23234548369152,-0.799328334283709,1.63368881512411,-3.36544847817185,-0.769840771289259,1.82576693559334
"Green Peafowl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red Spurfowl",-19264995904.4404,2.46780066642534,19264995909.376,-22566216030.8055,2.15925086779573,22566216035.124,-21815236791.2963,2.20938495834619,21815236795.7151,-21213209567.895,2.19485764799093,21213209572.2847,-20116288138.2931,2.11908416990622,20116288142.5313,-19313091035.8939,2.16648623302622,19313091040.2268,-20044928910.4228,2.21816599266358,20044928914.8591,-21020126504.2324,2.20035389974686,21020126508.6331,-19419186675.6448,1.76872172024363,19419186679.1822,-18777227068.1732,1.88465085946496,18777227071.9425,-23290148414.5573,2.50424576973807,23290148419.5658
"Painted Spurfowl",-21523332.5336238,5.17915778787966,21523342.8919394,-19431290.0997382,3.84507187133096,19431297.789882,-20037807.1125957,4.27752579477321,20037815.6676472,-19524730.1025901,4.03975679245025,19524738.1821037,-19429436.7422569,5.18847343600575,19429447.1192038,-19571560.0706203,4.80761612360148,19571569.6858526,-18666909.5298794,4.54039355111168,18666918.6106665,-20592712.9636457,4.54175882814645,20592722.0471634,-20806730.176202,4.25507147796913,20806738.686345,-21366493.0971569,5.92643004567681,21366504.950017,-22402854.1418896,6.67438540812992,22402867.4906604
"Gray Peacock-Pheasant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Bamboo-Partridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red Junglefowl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray Junglefowl",-4689896100.31724,38.3792793533913,4689896177.0758,-4452737016.53921,30.4597176031987,4452737077.45865,-4251774067.53517,32.9301834626762,4251774133.39553,-4040615240.20425,31.5769737905115,4040615303.3582,-3992070644.53342,29.9167284683765,3992070704.36688,-3882984156.03035,31.076843344716,3882984218.18404,-3980926204.12767,32.7836268098217,3980926269.69492,-4051818274.31911,32.5374135335516,4051818339.39394,-2536481664.47471,20.4444959057586,2536481705.36371,-4319927702.54461,25.6495078824786,4319927753.84362,-4362417036.88238,39.0836838980876,4362417115.04975
"Gray Francolin",-0.848892613730072,0.692559054373982,2.23401072247804,-0.246651893459354,1.23058427610712,2.70782044567359,-0.445262412450701,1.02143186122912,2.48812613490895,-0.433723477527237,0.99758067378554,2.42888482509832,-0.386553894269003,0.962441603694833,2.31143710165867,0.0489119679584859,1.01514304710411,1.98137412624974,-0.414256484251869,1.00246226726141,2.41918101877468,-0.325882739655947,1.09281269041208,2.5115081204801,-0.0487807061356383,1.288752701061,2.62628610825763,-0.510319533118959,1.03167513433526,2.57366980178947,-0.82510241273551,0.769874844737011,2.36485210220953
"Swamp Francolin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Francolin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black Francolin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Painted Francolin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tibetan Snowcock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Himalayan Snowcock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blue-breasted Quail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Quail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japanese Quail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rain Quail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chukar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jungle Bush-Quail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Bush-Quail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Painted Bush-Quail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manipur Bush-Quail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Himalayan Quail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Pigeon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
