"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","proj2034.lci","proj2034.mean","proj2034.rci","rangelci","rangemean","rangerci"
"Rufous-naped Tit","Periparus rufonuchalis","bkbtit2","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",1,NA,NA,"Rufous-naped Tit","Periparus rufonuchalis","Rufous-naped Tit","Periparus rufonuchalis","Least Concern","Schedule-II","","",NA,"Rufous-naped Tit","Periparus rufonuchalis","avibase-59DFB1CC",1,2.7,1,0.127506762,727,"","","X",51,0.215686274509804,0.313725490196078,0.470588235294118,12.1372549019608,1.58141245515699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82058,82397,82736
"Rufous-vented Tit","Periparus rubidiventris","ruvtit2","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Rufous-vented Tit","Periparus rubidiventris","Rufous-vented Tit","Periparus rubidiventris","Least Concern","Schedule-II","","",NA,"Rufous-vented Tit","Periparus rubidiventris","avibase-D5567296",1,2.74,2,0.027895566,728,"","","",45,0.133333333333333,0.361111111111111,0.555555555555556,14.5777777777778,1.83472270096875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34033,34279,34525
"Gray-crested Tit","Lophophanes dichrous","gyctit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Grey-crested Tit","Lophophanes dichrous","Grey-crested Tit","Lophophanes dichrous","Least Concern","Schedule-II","","",NA,"Grey-crested Tit","Lophophanes dichrous","avibase-85491713",1,3.03,2,0.080199512,729,"","X","X",54,0.185185185185185,0.331018518518519,0.444444444444444,13.6666666666667,1.62364843540372,NA,NA,NA,-5.23753511138177,-1.68337826613231,1.87077857911715,57.1518122575484,75.1239881020299,98.1094874232432,54.2165661555847,73.9703822826697,100.095304937914,51.3853779661607,72.696726613187,102.119770839716,48.6694665429979,71.4205422106778,104.191209972679,46.0513364326316,70.1584707321503,106.452537452975,43.5546233635683,69.0024542759772,108.696268109937,41.1978420100738,67.9322556658839,111.136072316962,38.9572410726108,66.9441542020592,113.498784081542,NA,NA,NA,35020,35020,35020
"Azure Tit","Cyanistes cyanus","azutit2","Passeriformes","Paridae (Tits, Chickadees, and Titmice)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Azure Tit","Cyanistes cyanus","Azure Tit","Cyanistes cyanus","Least Concern","Schedule-II","","",NA,"Azure Tit","Cyanistes cyanus","avibase-184A6A8E",NA,2.92,1,NA,730,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ground Tit","Pseudopodoces humilis","grotit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,NA,NA,"Ground Tit","Pseudopodoces humilis","Ground Tit","Pseudopodoces humilis","Least Concern","Schedule-II","","",NA,"Ground Tit","Pseudopodoces humilis","avibase-BDA1AC35",1,3.33,1,0.007097038,731,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green-backed Tit","Parus monticolus","grbtit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Resident & Altitudinal Migrant",NA,NA,NA,"Green-backed Tit","Parus monticolus","Green-backed Tit","Parus monticolus","Least Concern","Schedule-II","","",NA,"Green-backed Tit","Parus monticolus","avibase-4E1C5625",1,3.2,2,0.101944205,732,"","","",232,0.21551724137931,0.505387931034483,0.650862068965517,10.7844827586207,0.764769431971099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202823,203070,203317
"Asian Tit","Parus cinereus","cintit13","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Cinereous Tit","Parus cinereus","Great Tit","Parus major","Not recognized","Schedule-II","","",NA,"Cinereous Tit","Parus cinereus","avibase-414DC961",1,3.56,5,0.075246038,733,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424043,1424422,1424801
"White-naped Tit","Machlolophus nuchalis","whwtit2","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Mainland India","Forest","Resident",NA,NA,NA,"White-naped Tit","Machlolophus nuchalis","White-naped Tit","Machlolophus nuchalis","Near Threatened","Schedule-I","","",NA,"White-naped Tit","Machlolophus nuchalis","avibase-ACF0445B",1,2.64,1,1,734,"","","X",4,NA,0.791666666666667,1,20.5,5.33777731520028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67007,67377,67747
"Himalayan Black-lored Tit","Machlolophus xanthogenys","blltit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"Himalayan Black-lored Tit","Machlolophus xanthogenys","Black-lored Tit","Machlolophus xanthogenys","Least Concern","Schedule-II","","",NA,"Himalayan Black-lored Tit","Machlolophus xanthogenys","avibase-885D7623",1,2.64,1,0.916711323,735,"X","X","X",115,0.182608695652174,0.507608695652174,0.669565217391304,13.5130434782609,1.04079121307733,58.1831945086384,72.4389391738349,89.6873426546667,-1.27645140480631,0.36575453207146,2.00796046894923,79.3446657376804,92.0445014555567,106.893308005735,78.2339483054884,92.5526410064958,109.668713866103,77.0412561167333,93.0049461377976,112.53567450457,75.953117705674,93.5877718216683,115.502988470104,74.8337089786987,94.0077361550535,118.618628524294,73.7375641807404,94.5401083540467,121.866168256359,72.5008817190787,95.1020070108741,125.133031089395,71.3560826784915,95.715723606614,128.498495605995,NA,NA,NA,83151,83443,83735
"Indian Yellow Tit","Machlolophus aplonotus","indtit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Mainland India","Forest & Plantation","Resident",NA,NA,NA,"Indian Black-lored Tit","Machlolophus aplonotus","Not at species rank","Machlolophus xanthogenys aplonotus","Not recognized","Schedule-II","","",NA,"Indian Black-lored Tit","Machlolophus aplonotus","avibase-F45DB0EB",1,2.64,2,1,736,"X","X","X",258,0.170542635658915,0.452519379844961,0.60077519379845,15.1511627906977,0.884562723311734,30.1354309576397,33.6865960806474,38.0482448322979,-0.80743412762223,-0.293984035352673,0.219466056916884,91.9768695680621,100.896075048298,110.625045483399,90.1266930164273,100.093014196724,111.112200951277,88.3240670927844,99.282925715372,111.609411789501,86.5249690704024,98.4657856152116,112.155094334874,84.7618633465522,97.6834600129706,112.660302103719,83.0154145400785,96.9318178527748,113.28777622659,81.2525038308631,96.1613157122154,113.826873499567,79.541930477185,95.4014606147944,114.403390647951,NA,NA,NA,386709,387163,387617
"Yellow-cheeked Tit","Machlolophus spilonotus","yectit1","Passeriformes","Paridae (Tits, Chickadees, and Titmice)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Yellow-cheeked Tit","Machlolophus spilonotus","Yellow-cheeked Tit","Machlolophus spilonotus","Least Concern","Schedule-II","","",NA,"Yellow-cheeked Tit","Machlolophus spilonotus","avibase-AEF498CA",1,2.72,2,0.102809815,737,"","X","X",70,0.128571428571429,0.339285714285714,0.542857142857143,9.54285714285714,1.47607344383476,NA,NA,NA,0.615361318792792,2.83432796988365,5.0532946209745,100.602326966711,116.914221328202,135.576552496538,101.680197685486,120.40566275987,142.354257508091,102.815260936619,124.078978266368,149.519619068656,103.724936669971,127.700707824048,156.756135606072,104.682315285044,131.234104747898,164.742696879199,105.446081769388,135.246940909524,173.04717893489,106.162540099874,139.11400095484,181.875351048427,107.079799545919,143.135103151285,191.441107403365,NA,NA,NA,70742,71123,71504
"White-crowned Penduline-Tit","Remiz coronatus","wcptit1","Passeriformes","Remizidae (Penduline-Tits)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"White-crowned Penduline-Tit","Remiz coronatus","White-crowned Penduline-tit","Remiz coronatus","Least Concern","Schedule-II","","",NA,"White-crowned Penduline Tit","Remiz coronatus","avibase-454B9078",1,2.04,1,0.043358679,738,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greater Hoopoe-Lark","Alaemon alaudipes","grhlar1","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland","Resident",NA,NA,NA,"Greater Hoopoe-Lark","Alaemon alaudipes","Greater Hoopoe-lark","Alaemon alaudipes","Least Concern","Schedule-II","","",NA,"Greater Hoopoe-Lark","Alaemon alaudipes","avibase-3E4513D9",1,3.63,1,0.016286162,739,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rufous-tailed Lark","Ammomanes phoenicura","rutlar2","Passeriformes","Alaudidae (Larks)","Moderate","Strong Decline","Uncertain","Large","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,NA,"Rufous-tailed Lark","Ammomanes phoenicura","Rufous-tailed Lark","Ammomanes phoenicura","Near Threatened","Schedule-II","","",NA,"Rufous-tailed Lark","Ammomanes phoenicura","avibase-0E1F8A50",1,3.11,2,0.958380237,740,"","","",195,0.0717948717948718,0.262179487179487,0.374358974358974,13.1897435897436,0.944674990621149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1213517,1214048,1214579
"Desert Lark","Ammomanes deserti","deslar1","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Grassland","Resident",NA,NA,NA,"Desert Lark","Ammomanes deserti","Desert Lark","Ammomanes deserti","Least Concern","Schedule-II","","",NA,"Desert Lark","Ammomanes deserti","avibase-A977348D",1,2.98,1,0.00119496,741,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-crowned Sparrow-Lark","Eremopterix nigriceps","bcslar1","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Grassland","Resident",NA,NA,NA,"Black-crowned Sparrow-Lark","Eremopterix nigriceps","Black-crowned Sparrow-lark","Eremopterix nigriceps","Least Concern","Schedule-II","","",NA,"Black-crowned Sparrow-Lark","Eremopterix nigriceps","avibase-8C357822",1,2.9,1,0.066558611,742,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashy-crowned Sparrow-Lark","Eremopterix griseus","ascspl1","Passeriformes","Alaudidae (Larks)","Moderate","Moderate Decline","Uncertain","Very Large","Diurnal","Diurnal","Plant & Seed","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,NA,"Ashy-crowned Sparrow-Lark","Eremopterix griseus","Ashy-crowned Sparrow-lark","Eremopterix griseus","Least Concern","Schedule-II","","",NA,"Ashy-crowned Sparrow-Lark","Eremopterix griseus","avibase-73ED9A54",1,3.01,1,0.811315788,743,"","","",308,0.100649350649351,0.290178571428571,0.422077922077922,13.6493506493506,0.822025820137664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1733713,1734214,1734715
"Jerdon's Bushlark","Plocealauda affinis","jerbus2","Passeriformes","Alaudidae (Larks)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,NA,"Jerdon's Bushlark","Plocealauda affinis","Jerdon's Bushlark","Mirafra affinis","Least Concern","Schedule-II","","",NA,"Jerdon's Bush Lark","Plocealauda affinis","avibase-9C691722",1,3.36,1,0.936716662,744,"","","",198,0.0656565656565657,0.409722222222222,0.535353535353535,16.1565656565657,1.04792608082627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489740,490161,490582
"Indian Bushlark","Plocealauda erythroptera","indbus2","Passeriformes","Alaudidae (Larks)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,NA,"Indian Bushlark","Plocealauda erythroptera","Indian Bushlark","Mirafra erythroptera","Least Concern","Schedule-II","","",NA,"Indian Bush Lark","Plocealauda erythroptera","avibase-A9DA95E4",1,3.14,1,0.980301726,745,"","","",82,0.0121951219512195,0.236280487804878,0.402439024390244,12.3414634146341,1.37239178900853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102712,1103268,1103824
"Bengal Bushlark","Plocealauda assamica","benbus1","Passeriformes","Alaudidae (Larks)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,NA,"Bengal Bushlark","Plocealauda assamica","Bengal Bushlark","Mirafra assamica","Least Concern","Schedule-II","","",NA,"Bengal Bush Lark","Plocealauda assamica","avibase-86345D55",1,3.16,1,0.717240779,746,"","","",127,0.0866141732283465,0.31988188976378,0.488188976377953,12.0551181102362,1.01372925730504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352203,352706,353209
"Singing Bushlark","Mirafra javanica","sinbus6","Passeriformes","Alaudidae (Larks)","Moderate","Data Deficient","Strong Decline","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Open Habitat","Within-India Migrant",1,NA,NA,"Singing Bushlark","Mirafra javanica","Horsfield's Bushlark","Mirafra javanica","Least Concern","Schedule-II","","",NA,"Singing Bush Lark","Mirafra javanica","avibase-5BFC242D",1,3.08,1,0.178464051,747,"","","",2,NA,NA,NA,12,7.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50644,51325,52006
"Eurasian Skylark","Alauda arvensis","skylar","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Open Habitat","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Eurasian Skylark","Alauda arvensis","Eurasian Skylark","Alauda arvensis","Least Concern","Schedule-II","","",NA,"Eurasian Skylark","Alauda arvensis","avibase-ED2AC04E",1,2.98,1,0.004107567,748,"","","",5,NA,0.375,0.6,15,3.82074338316511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oriental Skylark","Alauda gulgula","orisky1","Passeriformes","Alaudidae (Larks)","Moderate","Strong Decline","Uncertain","Large","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Open Habitat","Resident & Local Migrant",NA,NA,NA,"Oriental Skylark","Alauda gulgula","Oriental Skylark","Alauda gulgula","Least Concern","Schedule-II","","",NA,"Oriental Skylark","Alauda gulgula","avibase-E988F1D5",1,3.1,6,0.253405386,749,"","","",295,0.105084745762712,0.305508474576271,0.416949152542373,16.2237288135593,0.772573049816946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819865,820556,821247
"Tawny Lark","Galerida deva","tawlar1","Passeriformes","Alaudidae (Larks)","Low","Data Deficient","Uncertain","Large","Diurnal","Diurnal","Omnivore","Yes","Yes","No","Mainland India","Grassland & Scrub","Resident",NA,NA,NA,"Tawny Lark","Galerida deva","Sykes's Lark","Galerida deva","Least Concern","Schedule-II","","",NA,"Sykes's Lark","Galerida deva","avibase-4A6368CF",1,2.79,1,1,750,"","","",17,NA,0.198529411764706,0.235294117647059,19.5294117647059,2.01063487365452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402365,402946,403527
"Crested Lark","Galerida cristata","crelar1","Passeriformes","Alaudidae (Larks)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Open Habitat","Resident",NA,NA,NA,"Crested Lark","Galerida cristata","Crested Lark","Galerida cristata","Least Concern","Schedule-II","","",NA,"Crested Lark","Galerida cristata","avibase-21ADC3ED",1,2.88,3,0.053305157,751,"","","",25,0.08,0.295,0.16,12.32,2.37292249627613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349933,349933,349933
"Malabar Lark","Galerida malabarica","mallar1","Passeriformes","Alaudidae (Larks)","Moderate","Moderate Decline","Moderate Decline","Moderate","Diurnal","Diurnal","Omnivore","Yes","Yes","No","Mainland India","Open Habitat","Resident",NA,NA,NA,"Malabar Lark","Galerida malabarica","Malabar Lark","Galerida malabarica","Least Concern","Schedule-II","","",NA,"Malabar Lark","Galerida malabarica","avibase-DA29B24C",1,3.51,1,1,752,"","","",164,0.128048780487805,0.444359756097561,0.51219512195122,17.75,0.956080605490835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151785,152145,152505
"Horned Lark","Eremophila alpestris","horlar","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,NA,NA,"Horned Lark","Eremophila alpestris","Horned Lark","Eremophila alpestris","Least Concern","Schedule-II","","",NA,"Horned Lark","Eremophila alpestris","avibase-FC0A1D95",1,3.18,4,0.002724175,753,"","","",1,1,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69188,69390,69592
"Greater Short-toed Lark","Calandrella brachydactyla","gstlar1","Passeriformes","Alaudidae (Larks)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Greater Short-toed Lark","Calandrella brachydactyla","Greater Short-toed Lark","Calandrella brachydactyla","Least Concern","Schedule-II","","",NA,"Greater Short-toed Lark","Calandrella brachydactyla","avibase-4091A51E",1,2.89,1,0.030109543,754,"","","",90,0.0888888888888889,0.2625,0.3,17.8555555555556,1.45384250130056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552644,553234,553824
"Hume's Lark","Calandrella acutirostris","humlar1","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Open Habitat","Winter Migrant & Localized Summer Migrant",1,NA,NA,"Hume's Short-toed Lark","Calandrella acutirostris","Hume's Lark","Calandrella acutirostris","Least Concern","Schedule-II","","",NA,"Hume's Short-toed Lark","Calandrella acutirostris","avibase-B50B0E47",1,3.02,2,0.179210288,755,"","","",2,NA,0.75,NA,24,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31746,32093,32440
"Mongolian Short-toed Lark","Calandrella dukhunensis","sstlar4","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Mongolian Short-toed Lark","Calandrella dukhunensis","Mongolian Short-toed Lark","Calandrella dukhunensis","Least Concern","Schedule-II","","",NA,"Mongolian Short-toed Lark","Calandrella dukhunensis","avibase-B9808769",1,3.02,1,0.260520052,756,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bimaculated Lark","Melanocorypha bimaculata","bimlar1","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Bimaculated Lark","Melanocorypha bimaculata","Bimaculated Lark","Melanocorypha bimaculata","Least Concern","Schedule-II","","",NA,"Bimaculated Lark","Melanocorypha bimaculata","avibase-36780791",1,3.3,1,0.07174476,757,"","","",4,NA,NA,NA,19.75,4.82594032288009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tibetan Lark","Melanocorypha maxima","tiblar1","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,NA,NA,"Tibetan Lark","Melanocorypha maxima","Tibetan Lark","Melanocorypha maxima","Least Concern","Schedule-II","","",NA,"Tibetan Lark","Melanocorypha maxima","avibase-9AC67428",1,4.02,1,0.006029864,758,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkestan Short-toed Lark","Alaudala heinei","tstlar1","Passeriformes","Alaudidae (Larks)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,1,NA,"Turkestan Short-toed Lark","Alaudala heinei","Turkestan Short-toed Lark","Alaudala heinei","Least Concern","Schedule-II","","",NA,"Turkestan Short-toed Lark","Alaudala heinei","avibase-238EC109",NA,3.02,1,0.02377401,759,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
