"timegroups","COMMON.NAME","timegroupsf","mean_trans","se_trans","lci","mean","rci","lci_std","mean_std","rci_std","lci_std_2014","mean_std_2014","rci_std_2014","lci_ext","mean_ext","rci_ext","lci_comb","mean_comb","rci_comb","se_comb","lci_comb_std","mean_comb_std","rci_comb_std"
2030,"Fulvous Whistling-Duck","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00266850920695985,0.0039741538571061,0.00591862259225434,0.00266850920695985,0.0039741538571061,0.00591862259225434,0.000666145229666453,22.2359767404773,35.7552510995425,49.2745254586076
1992,"Lesser Whistling-Duck","before 2000",-2.7075463356208,0.0700328759701137,0.056487125107244,0.064524447003714,0.0736600297282489,100,100,100,NA,NA,NA,NA,NA,NA,0.056487125107244,0.064524447003714,0.0736600297282489,0.00410067443697446,NA,NA,NA
2003,"Lesser Whistling-Duck","2000-2006",-2.62943148897058,0.0719498382293781,0.060712448022741,0.0695802506660635,0.0796874279252934,89.3147801005717,107.835485458804,129.966388593506,NA,NA,NA,NA,NA,NA,0.060712448022741,0.0695802506660635,0.0796874279252934,0.00452438910373598,NA,NA,NA
2009,"Lesser Whistling-Duck","2007-2010",-2.51545073379263,0.0691791348714401,0.0681446165067435,0.0776462689556489,0.088408740549866,99.7322720158927,120.336202108295,146.400684478662,NA,NA,NA,NA,NA,NA,0.0681446165067435,0.0776462689556489,0.088408740549866,0.00484778186168643,NA,NA,NA
2012,"Lesser Whistling-Duck","2011-2012",-2.26427075921397,0.0676296967832976,0.0869881723083647,0.0986897844562508,0.11186673873558,128.525732790291,152.949446355689,180.870760270559,NA,NA,NA,NA,NA,NA,0.0869881723083647,0.0986897844562508,0.11186673873558,0.00597021027953373,NA,NA,NA
2013,"Lesser Whistling-Duck","2013",-2.30434894719584,0.0669169316610519,0.0838300734087254,0.0950031084572323,0.107575863618962,123.541800859142,147.235835204855,175.808963771131,NA,NA,NA,NA,NA,NA,0.0838300734087254,0.0950031084572323,0.107575863618962,0.00570052808597292,NA,NA,NA
2014,"Lesser Whistling-Duck","2014",-2.53238217179918,0.065011019529274,0.0675707009257321,0.0763937963013736,0.0863146789778388,99.1248989914697,118.395119755116,141.867690428621,100,100,100,NA,NA,NA,0.0675707009257321,0.0763937963013736,0.0863146789778388,0.0045015792732865,100,100,100
2015,"Lesser Whistling-Duck","2015",-2.67268260480962,0.0645895815045285,0.0590393637624309,0.0667355687905846,0.0753942015606004,86.0565208317615,103.426796957661,124.020143606001,73.6330267983271,87.3573143653088,103.349957400475,NA,NA,NA,0.0590393637624309,0.0667355687905846,0.0753942015606004,0.00392663521844578,73.0994137763297,87.3573143653088,101.615214954288
2016,"Lesser Whistling-Duck","2016",-2.68814463810598,0.0645441618091541,0.0581654129487815,0.0657460662118809,0.0742751370031026,86.0006404401674,101.893265676646,122.446471118428,71.9511536602332,86.0620487460952,102.943928323814,NA,NA,NA,0.0581654129487815,0.0657460662118809,0.0742751370031026,0.00386768023627518,72.0168835258444,86.0620487460952,100.107213966346
2017,"Lesser Whistling-Duck","2017",-2.62725138887688,0.0630329863240634,0.0618796114310621,0.0697266864033017,0.0785265319819688,91.7168079775546,108.062431591685,130.691661684871,77.270011822308,91.2727077055182,109.946338918657,NA,NA,NA,0.0618796114310621,0.0697266864033017,0.0785265319819688,0.00400360967971411,76.5541701286873,91.2727077055182,105.991245282349
2018,"Lesser Whistling-Duck","2018",-2.65976120537908,0.0633158663600251,0.0599286304683092,0.067573477670477,0.0761534170280127,87.0760101619785,104.725388295986,125.910735971399,75.198587752244,88.4541427996319,104.881076322231,NA,NA,NA,0.0599286304683092,0.067573477670477,0.0761534170280127,0.00390043224600399,74.1534458471143,88.4541427996319,102.75483975215
2019,"Lesser Whistling-Duck","2019",-2.62998218250041,0.0626664638852209,0.0617591326978304,0.0695433078197078,0.0782670156123296,90.7034774364082,107.778231428632,128.094955904899,77.4974675963645,91.032663889826,108.062988781289,NA,NA,NA,0.0617591326978304,0.0695433078197078,0.0782670156123296,0.00397151791932521,76.3913901857912,91.032663889826,105.673937593861
2020,"Lesser Whistling-Duck","2020",-2.59462544903051,0.0624726686426054,0.0639327214714867,0.0719538715003275,0.0809371300402676,93.3455588152776,111.51412347042,133.252771876999,79.1626657005068,94.1881081763097,111.283809584582,NA,NA,NA,0.0639327214714867,0.0719538715003275,0.0809371300402676,0.00409242348410243,79.0692186434454,94.1881081763097,109.306997709174
2021,"Lesser Whistling-Duck","2021",-2.67382879857465,0.0629123242259938,0.0591620965302581,0.0666617274181194,0.0750735183282066,86.5702382065776,103.312357584843,124.119525680453,74.4754052995321,87.2606555055057,102.112884073517,NA,NA,NA,0.0591620965302581,0.0666617274181194,0.0750735183282066,0.00382634228972514,73.191391824277,87.2606555055057,101.329919186734
2022,"Lesser Whistling-Duck","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0614167326586317,0.0676795303727188,0.0745809591814553,0.0614167326586317,0.0676795303727188,0.0745809591814553,0.00319530495616685,75.4818058952833,88.5929665096403,101.704127123997
2023,"Lesser Whistling-Duck","2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0600737240805236,0.0673540822214139,0.0755167498157447,0.0600737240805236,0.0673540822214139,0.0755167498157447,0.00371446843922972,74.2202052435554,88.1669526615773,102.113700079599
2024,"Lesser Whistling-Duck","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0587282855081439,0.0670301990410625,0.0765056828172075,0.0587282855081439,0.0670301990410625,0.0765056828172075,0.00423567016985645,72.8838932887525,87.7429873711581,102.602081453564
2025,"Lesser Whistling-Duck","2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0573929520688138,0.0667078733062446,0.0775346135829803,0.0573929520688138,0.0667078733062446,0.0775346135829803,0.00475251083542392,71.4974556625197,87.3210607875566,103.144665912594
2026,"Lesser Whistling-Duck","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056074733133469,0.0663870975277272,0.0785959463715297,0.056074733133469,0.0663870975277272,0.0785959463715297,0.0052614104052338,70.0798672770691,86.9011631073157,103.722458937562
2027,"Lesser Whistling-Duck","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0547776650812972,0.0660678642522906,0.0796850811435815,0.0547776650812972,0.0660678642522906,0.0796850811435815,0.00576030569948643,68.6455428657989,86.48328457412,104.321026282441
2028,"Lesser Whistling-Duck","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0535040964170864,0.0657501660625549,0.0807991280434553,0.0535040964170864,0.0657501660625549,0.0807991280434553,0.00624799471707574,67.2053506255586,86.0674154785689,104.929480331579
2029,"Lesser Whistling-Duck","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0522553711858169,0.0654339955768082,0.0819362235878225,0.0522553711858169,0.0654339955768082,0.0819362235878225,0.00672378795458737,65.767460551685,85.6535461579511,105.539631764217
2030,"Lesser Whistling-Duck","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0510322114083243,0.0651193454488346,0.0830951478421125,0.0510322114083243,0.0651193454488346,0.0830951478421125,0.00718731328597461,64.3380089925102,85.2416669960197,106.145324999529
1992,"Bar-headed Goose","before 2000",-3.88269040863974,0.0848250887201935,0.0172895108881219,0.0203847051806137,0.0240271973099515,100,100,100,NA,NA,NA,NA,NA,NA,0.0172895108881219,0.0203847051806137,0.0240271973099515,0.00157918076147538,NA,NA,NA
2003,"Bar-headed Goose","2000-2006",-4.02553144864998,0.0939921620739951,0.0147402726823237,0.0176954960278265,0.0212367867256483,67.3224284035247,86.8077113259179,110.369042225769,NA,NA,NA,NA,NA,NA,0.0147402726823237,0.0176954960278265,0.0212367867256483,0.00150776701301165,NA,NA,NA
2009,"Bar-headed Goose","2007-2010",-3.9203027309155,0.0864235523427737,0.0166049672107226,0.0196396679584519,0.0232224054935605,76.340189351359,96.3451165196627,120.361527256953,NA,NA,NA,NA,NA,NA,0.0166049672107226,0.0196396679584519,0.0232224054935605,0.00154831670802518,NA,NA,NA
2012,"Bar-headed Goose","2011-2012",-3.86022083515264,0.0836929913968418,0.0177178244552999,0.0208430645213989,0.0245126504045085,81.8196583601358,102.248545351645,127.672748599153,NA,NA,NA,NA,NA,NA,0.0177178244552999,0.0208430645213989,0.0245126504045085,0.00159451023780558,NA,NA,NA
2013,"Bar-headed Goose","2013",-3.70535739987859,0.0771544205746707,0.0209182869229161,0.0242915210869047,0.028200834830073,96.2222651094526,119.165427567755,147.68711458447,NA,NA,NA,NA,NA,NA,0.0209182869229161,0.0242915210869047,0.028200834830073,0.00172103783876966,NA,NA,NA
2014,"Bar-headed Goose","2014",-3.89438054651092,0.0750247723631461,0.0174188486179236,0.0201501958428757,0.023304725871316,80.4426964721325,98.8495819014297,123.314595412073,100,100,100,NA,NA,NA,0.0174188486179236,0.0201501958428757,0.023304725871316,0.00139354450252654,100,100,100
2015,"Bar-headed Goose","2015",-3.9988901562503,0.0738873409284826,0.0157387287108252,0.0181688963898824,0.0209702839161768,71.2285068379025,89.1300424946121,109.804306206444,72.8163041213081,90.1673439382783,111.425575545641,NA,NA,NA,0.0157387287108252,0.0181688963898824,0.0209702839161768,0.00123988146890673,72.9967135804706,90.1673439382783,107.337974296086
2016,"Bar-headed Goose","2016",-4.24464574089781,0.0756195813928704,0.0122891759792437,0.0142384734774457,0.0164943761264261,55.5796694447206,69.8488074823217,88.5705064886074,57.7558453943458,70.6617126129812,85.9412585447556,NA,NA,NA,0.0122891759792437,0.0142384734774457,0.0164943761264261,0.000994539539898963,57.0483299129388,70.6617126129812,84.2750953130237
2017,"Bar-headed Goose","2017",-3.98719357088963,0.0710919922877416,0.0160091894054958,0.0183806815205336,0.0210996874624491,73.0825115020611,90.1689838419349,110.84373497745,75.2501373374006,91.2183765550461,112.452897621782,NA,NA,NA,0.0160091894054958,0.0183806815205336,0.0210996874624491,0.00120994495665192,74.1480968597989,91.2183765550461,108.288656250293
2018,"Bar-headed Goose","2018",-3.977560738566,0.0707891022975494,0.0161724094755022,0.0185569340511015,0.0212892217309882,73.7311294147822,91.0336150887754,112.391349747981,75.7960702271693,92.0930704386306,112.735375585041,NA,NA,NA,0.0161724094755022,0.0185569340511015,0.0212892217309882,0.00121659417122412,74.8922839634767,92.0930704386306,109.293856913784
2019,"Bar-headed Goose","2019",-4.12644708101455,0.0703276926332404,0.0139634504140505,0.0160105677957571,0.0183549997600267,63.6097989976327,78.5420620700638,99.3245711031076,64.7870476309025,79.4561398837114,96.7864457549196,NA,NA,NA,0.0139634504140505,0.0160105677957571,0.0183549997600267,0.00104444764372784,64.6504264310737,79.4561398837114,94.261853336349
2020,"Bar-headed Goose","2020",-4.19808615482032,0.0729877218861894,0.0129372329657503,0.0149120017871768,0.0171855704042129,59.0507394246366,73.1528940696111,91.2793127465073,60.7691422724074,74.0042523827337,90.1779467620771,NA,NA,NA,0.0129372329657503,0.0149120017871768,0.0171855704042129,0.0010075351129727,59.9803277245497,74.0042523827337,88.0281770409177
2021,"Bar-headed Goose","2021",-4.20026831554155,0.0739446997730895,0.0128851811415327,0.014879739923032,0.0171803496075969,57.3673042571618,72.9946290181473,90.3334387600135,60.2832680379974,73.8441454319308,89.5977202211952,NA,NA,NA,0.0128851811415327,0.014879739923032,0.0171803496075969,0.00101763203137719,59.7668522209938,73.8441454319308,87.9214386428679
2022,"Bar-headed Goose","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0128603421858937,0.0144602022277205,0.0162590890229911,0.0128603421858937,0.0144602022277205,0.0162590890229911,0.000816255123381048,59.2058596646334,71.7620927383348,84.3183258120361
2023,"Bar-headed Goose","2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0121779295560494,0.0139848694008183,0.0160599198129531,0.0121779295560494,0.0139848694008183,0.0160599198129531,0.000921908084065777,56.406391259824,69.4031438198792,82.3998963799344
2024,"Bar-headed Goose","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0115251263924383,0.0135251616179351,0.0158722768464635,0.0115251263924383,0.0135251616179351,0.0158722768464635,0.00102042613545752,53.6570600149643,67.1217377905388,80.5864155661134
2025,"Bar-headed Goose","2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0109033009962653,0.0130805652558014,0.0156926042369999,0.0109033009962653,0.0130805652558014,0.0156926042369999,0.00111084911200819,50.9805358583361,64.9153256762323,78.8501154941286
2026,"Bar-headed Goose","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103124558956806,0.0126505835748675,0.0155188314406988,0.0103124558956806,0.0126505835748675,0.0155188314406988,0.00119292228529944,48.3918256059561,62.781442292236,77.1710589785158
2027,"Bar-headed Goose","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00975191480912607,0.0122347361643053,0.0153496797234197,0.00975191480912607,0.0122347361643053,0.0153496797234197,0.00126674558937714,45.9002072901222,60.7177034888769,75.5351996876316
2028,"Bar-headed Goose","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00922065988162336,0.0118325584052534,0.0151843187159271,0.00922065988162336,0.0118325584052534,0.0151843187159271,0.00133260128756633,43.5108126832201,58.7218034877656,73.9327942923111
2029,"Bar-headed Goose","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00871750665590118,0.0114436009517074,0.0150221855756507,0.00871750665590118,0.0114436009517074,0.0150221855756507,0.0013908644366358,41.2258302169681,56.7915123055907,72.3571943942132
2030,"Bar-headed Goose","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00824119910993578,0.0110674292284732,0.0148628844047208,0.00824119910993578,0.0110674292284732,0.0148628844047208,0.00144195414211094,39.0453864932022,54.9246732625988,70.8039600319953
1992,"Graylag Goose","before 2000",-4.09046129881446,0.1902779142618,0.0114569126917128,0.016592319169973,0.0240014962285849,100,100,100,NA,NA,NA,NA,NA,NA,0.0114569126917128,0.016592319169973,0.0240014962285849,0.00262010534605112,NA,NA,NA
2003,"Graylag Goose","2000-2006",-4.49178505398273,0.200119486609393,0.00753798681912752,0.0111381386797983,0.0164434268315865,38.939026378576,67.1282812589268,112.511029478256,NA,NA,NA,NA,NA,NA,0.00753798681912752,0.0111381386797983,0.0164434268315865,0.00183681217381162,NA,NA,NA
2009,"Graylag Goose","2007-2010",-4.27048238153417,0.187174723106093,0.00963664153970653,0.01387784265792,0.019966740593383,50.1247767731266,83.6401621482465,136.655404202399,NA,NA,NA,NA,NA,NA,0.00963664153970653,0.01387784265792,0.019966740593383,0.00216387812153748,NA,NA,NA
2012,"Graylag Goose","2011-2012",-4.18133245260117,0.192215040978768,0.0104274818841999,0.0151620179869858,0.022022195174149,53.5421680385824,91.3797392134571,154.161960234275,NA,NA,NA,NA,NA,NA,0.0104274818841999,0.0151620179869858,0.022022195174149,0.00241557964427852,NA,NA,NA
2013,"Graylag Goose","2013",-4.24269705135565,0.190493713748561,0.00984288444344622,0.0142660478375287,0.0206560422117971,49.3672415961653,85.9798301333661,141.620851646398,NA,NA,NA,NA,NA,NA,0.00984288444344622,0.0142660478375287,0.0206560422117971,0.00225671601738903,NA,NA,NA
2014,"Graylag Goose","2014",-4.49939144316876,0.194610227991109,0.00756199333934062,0.0110542072778048,0.016145995170774,40.2021364540637,66.6224363487991,110.891772256542,100,100,100,NA,NA,NA,0.00756199333934062,0.0110542072778048,0.016145995170774,0.00178174180533889,100,100,100
2015,"Graylag Goose","2015",-4.56829059874824,0.187593273789473,0.00715772563073721,0.0103220390764159,0.0148747273545861,37.0243850701773,62.2097427772223,102.128549048796,56.4636584079132,93.3765652932981,161.730179814997,NA,NA,NA,0.00715772563073721,0.0103220390764159,0.0148747273545861,0.00161444563555038,52.2715637668028,93.3765652932981,134.481566819793
2016,"Graylag Goose","2016",-4.83465506501373,0.191592051950072,0.00544583271620753,0.00791791672998795,0.0115056708265852,28.4576542539876,47.7203737999263,81.4584806514053,41.7739470601831,71.6280826928758,116.668845151678,NA,NA,NA,0.00544583271620753,0.00791791672998795,0.0115056708265852,0.0012612673539696,39.8135032690346,71.6280826928758,103.442662116717
2017,"Graylag Goose","2017",-4.64421369407275,0.188489422222602,0.00662453955588094,0.00957099235320588,0.0138188185579756,33.7570081823584,57.683270525114,98.7613625020301,52.4392031251409,86.5823492601135,151.355963263108,NA,NA,NA,0.00662453955588094,0.00957099235320588,0.0138188185579756,0.00150329224353313,48.3901349102859,86.5823492601135,124.774563609941
2018,"Graylag Goose","2018",-4.61425788512178,0.192470851837781,0.00677242160277126,0.00986059703630633,0.0143467528315407,34.6791711808823,59.4286846539873,100.551119714557,52.8560109538179,89.2022086116016,159.807966418644,NA,NA,NA,0.00677242160277126,0.00986059703630633,0.0143467528315407,0.00157559971098728,49.5210082295659,89.2022086116016,128.883408993637
2019,"Graylag Goose","2019",-4.55844950208932,0.188563002185255,0.00721458095732586,0.010423586856898,0.0150490837131239,37.4418934298324,62.821759575126,103.412385190875,56.3791791785472,94.2951999627051,158.433690303841,NA,NA,NA,0.00721458095732586,0.010423586856898,0.0150490837131239,0.00163724790794496,52.7002770848474,94.2951999627051,135.890122840563
2020,"Graylag Goose","2020",-4.66462449306627,0.18873454634502,0.00648802557252734,0.00937853054574704,0.0135479866620832,34.8938804049332,56.5233253391081,95.2826910264934,49.8019527297962,84.8412763579863,145.488227380285,NA,NA,NA,0.00648802557252734,0.00937853054574704,0.0135479866620832,0.00147474743531617,47.3962108835553,84.8412763579863,122.286341832417
2021,"Graylag Goose","2021",-4.64289335197352,0.191314177836639,0.00659676024261899,0.00958357689546428,0.0139132333964908,34.4444177077615,57.7591161144466,94.429389113299,52.4074771280625,86.6961931744001,143.205249160701,NA,NA,NA,0.00659676024261899,0.00958357689546428,0.0139132333964908,0.00152388604737004,48.2226577765174,86.6961931744001,125.169728572283
2022,"Graylag Goose","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00697470372636439,0.00944635473204713,0.0127938936511907,0.00697470372636439,0.00944635473204713,0.0127938936511907,0.00126104643147079,50.4011556769177,85.454836286759,120.5085168966
2023,"Graylag Goose","2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00656303731698995,0.00937956803556514,0.0134048143084679,0.00656303731698995,0.00937956803556514,0.0134048143084679,0.00143700546866081,47.8676543825808,84.8506618326027,121.833669282625
2024,"Graylag Goose","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00616659591903856,0.00931325352787487,0.0140655707643638,0.00616659591903856,0.00931325352787487,0.0140655707643638,0.00160543755552873,45.2799810072526,84.2507589537827,123.221536900313
2025,"Graylag Goose","2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00578859612945138,0.00924740787055314,0.0147729346480548,0.00578859612945138,0.00924740787055314,0.0147729346480548,0.00176469986790906,42.698053150815,83.6550974498236,124.612141748832
2026,"Graylag Goose","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00543025899291508,0.00918202774877976,0.0155258954847939,0.00543025899291508,0.00918202774877976,0.0155258954847939,0.00191416773258402,40.1625054643703,83.0636473337701,125.96478920317
2027,"Graylag Goose","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00509177743189419,0.00911710987117069,0.0163246908402428,0.00509177743189419,0.00911710987117069,0.0163246908402428,0.0020537410404472,37.7001091999059,82.4763788306779,127.25264846145
2028,"Graylag Goose","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00477279853304775,0.00905265096961229,0.0171703224031313,0.00477279853304775,0.00905265096961229,0.0171703224031313,0.00218359818192068,35.3278622619613,81.8932623761147,128.458662490268
2029,"Graylag Goose","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00447267719397782,0.00898864779909682,0.0180643014803292,0.00447267719397782,0.00898864779909682,0.0180643014803292,0.00230406663526479,33.0559327928404,81.3142686146716,129.572604436503
2030,"Graylag Goose","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00419061578977869,0.00892509713755908,0.0190085092289198,0.00419061578977869,0.00892509713755908,0.0190085092289198,0.00241555170805122,30.8897349773111,80.7393683984858,130.58900181966
1992,"Knob-billed Duck","before 2000",-3.35796219194019,0.0844193990604102,0.0290674268178731,0.0342073490953892,0.0402371562925752,100,100,100,NA,NA,NA,NA,NA,NA,0.0290674268178731,0.0342073490953892,0.0402371562925752,0.0026224093252633,NA,NA,NA
2003,"Knob-billed Duck","2000-2006",-3.34430155272106,0.0912866198941868,0.0290731809286267,0.034669598395746,0.0413201650529925,79.5022311047356,101.351315762785,129.801193679628,NA,NA,NA,NA,NA,NA,0.0290731809286267,0.034669598395746,0.0413201650529925,0.00285531503424455,NA,NA,NA
2009,"Knob-billed Duck","2007-2010",-3.37540635969754,0.0773172649467438,0.0289666694183559,0.0336258648383318,0.0390192958038943,77.8763940746256,98.3001189146933,121.787550042872,NA,NA,NA,NA,NA,NA,0.0289666694183559,0.0336258648383318,0.0390192958038943,0.00237714052039586,NA,NA,NA
2012,"Knob-billed Duck","2011-2012",-3.02476591999659,0.0776568697684862,0.0408537465885157,0.0474085718373027,0.0549845952723767,112.276142296227,138.591773671503,172.680652569149,NA,NA,NA,NA,NA,NA,0.0408537465885157,0.0474085718373027,0.0549845952723767,0.0033442985963199,NA,NA,NA
