"","sl","COMMON.NAME","timegroupsf","timegroups","freq","se"
"29",1,"Ashy Prinia","before 2000",1992,-2.80733306034277,0.0518718092597055
"30",1,"Ashy Prinia","2000-2006",2003,-2.50710006971605,0.0495484941164948
"31",1,"Ashy Prinia","2007-2010",2009,-2.27298918236146,0.0477491967137782
"32",1,"Ashy Prinia","2011-2012",2012,-2.28348948936027,0.0479283416853377
"33",1,"Ashy Prinia","2013",2013,-2.08263488066605,0.0434071670066062
"34",1,"Ashy Prinia","2014",2014,-2.01452367192299,0.042823045779363
"35",1,"Ashy Prinia","2015",2015,-1.9701010540088,0.0403380301338039
"36",1,"Ashy Prinia","2016",2016,-1.99077254880125,0.0397901226408465
"37",1,"Ashy Prinia","2017",2017,-1.87734138874859,0.0401574734404294
"38",1,"Ashy Prinia","2018",2018,-1.94918245080065,0.0379406997483251
"39",1,"Ashy Prinia","2019",2019,-1.75557571598391,0.0406316293437026
"40",1,"Ashy Prinia","2020",2020,-1.7616260632844,0.0387850509632605
"41",1,"Ashy Prinia","2021",2021,-1.76641290346433,0.0390824427621679
"42",1,"Ashy Prinia","2022",2022,-1.80711355436852,0.0391483554328412
"43",10,"Gray Francolin","before 2000",1992,-2.43591663727415,0.0578750106099305
"44",10,"Gray Francolin","2000-2006",2003,-2.63086345639205,0.0576444413720327
"45",10,"Gray Francolin","2007-2010",2009,-2.36681744366791,0.0493588616911913
"46",10,"Gray Francolin","2011-2012",2012,-2.40988947361443,0.0562001713508349
"47",10,"Gray Francolin","2013",2013,-2.38089735814544,0.0551267691579875
"48",10,"Gray Francolin","2014",2014,-2.13785513749076,0.0463934719959996
"49",10,"Gray Francolin","2015",2015,-2.17425632011542,0.0453015280132115
"50",10,"Gray Francolin","2016",2016,-2.10624413669788,0.0436419375490625
"51",10,"Gray Francolin","2017",2017,-2.04863660300314,0.0426890312009913
"52",10,"Gray Francolin","2018",2018,-1.9859186944538,0.0463569976002002
"53",10,"Gray Francolin","2019",2019,-1.94911131061282,0.0418201683931436
"54",10,"Gray Francolin","2020",2020,-1.90345707194485,0.0435164172063453
"55",10,"Gray Francolin","2021",2021,-1.91617152790094,0.0413081264945932
"56",10,"Gray Francolin","2022",2022,-1.8768355615518,0.042140506390702
"57",10,"Black-winged Kite","before 2000",1992,-2.21303039842907,0.0462818673618495
"58",10,"Black-winged Kite","2000-2006",2003,-2.26754197438397,0.0528259005290677
"59",10,"Black-winged Kite","2007-2010",2009,-2.19371907640116,0.0431595629325335
"60",10,"Black-winged Kite","2011-2012",2012,-2.08312382190953,0.0453467146182145
"61",10,"Black-winged Kite","2013",2013,-2.25749810119355,0.0469374551932953
"62",10,"Black-winged Kite","2014",2014,-2.33145397744063,0.0399777427945548
"63",10,"Black-winged Kite","2015",2015,-2.35060516798966,0.035711587963791
"64",10,"Black-winged Kite","2016",2016,-2.34225464282861,0.0352261068629613
"65",10,"Black-winged Kite","2017",2017,-2.46358710326763,0.0351044129568412
"66",10,"Black-winged Kite","2018",2018,-2.47020837576254,0.036075317397845
"67",10,"Black-winged Kite","2019",2019,-2.61968637160916,0.0350373170154699
"68",10,"Black-winged Kite","2020",2020,-2.46574027535325,0.035057829754802
"69",10,"Black-winged Kite","2021",2021,-2.51517801218189,0.0338936517603353
"70",10,"Black-winged Kite","2022",2022,-2.65661833995793,0.0335415048587889
"71",10,"Ashy Prinia","before 2000",1992,-2.7762157503747,0.0519437080015754
"72",10,"Ashy Prinia","2000-2006",2003,-2.52331689669724,0.0507650303876245
"73",10,"Ashy Prinia","2007-2010",2009,-2.26970260046303,0.0522378606172144
"74",10,"Ashy Prinia","2011-2012",2012,-2.2836358185456,0.0452245958171598
"75",10,"Ashy Prinia","2013",2013,-2.09517813271441,0.0420091453409843
"76",10,"Ashy Prinia","2014",2014,-2.00120342664524,0.0415853937093806
"77",10,"Ashy Prinia","2015",2015,-1.96051601735689,0.0415462329568207
"78",10,"Ashy Prinia","2016",2016,-1.99714138378264,0.0419137216229406
"79",10,"Ashy Prinia","2017",2017,-1.87684431104938,0.0428139215813332
"80",10,"Ashy Prinia","2018",2018,-1.95190670372524,0.0419810474070799
"81",10,"Ashy Prinia","2019",2019,-1.75677723218319,0.0398236909015224
"82",10,"Ashy Prinia","2020",2020,-1.76502248186029,0.0399503202730562
"83",10,"Ashy Prinia","2021",2021,-1.76590218418755,0.0414365989877709
"84",10,"Ashy Prinia","2022",2022,-1.80666319880011,0.0405714925462821
"85",100,"Gray Francolin","before 2000",1992,-2.31567631381777,0.0533766506958273
"86",100,"Gray Francolin","2000-2006",2003,-2.47659323512231,0.0573908574823643
"87",100,"Gray Francolin","2007-2010",2009,-2.29733634419509,0.0534646506979455
"88",100,"Gray Francolin","2011-2012",2012,-2.33522303064655,0.0513591635925943
"89",100,"Gray Francolin","2013",2013,-2.2742503525226,0.0532687345522722
"90",100,"Gray Francolin","2014",2014,-2.05748706248084,0.0431472672073273
"91",100,"Gray Francolin","2015",2015,-2.10386067976409,0.0423783403729983
"92",100,"Gray Francolin","2016",2016,-2.01969661798705,0.0427851099401408
"93",100,"Gray Francolin","2017",2017,-1.96205837124101,0.0432370305467218
"94",100,"Gray Francolin","2018",2018,-1.90164222020786,0.0438563039777056
"95",100,"Gray Francolin","2019",2019,-1.87348285964014,0.0449605919336257
"96",100,"Gray Francolin","2020",2020,-1.82006774520478,0.0410883025078378
"97",100,"Gray Francolin","2021",2021,-1.83424851400403,0.0432508989041395
"98",100,"Gray Francolin","2022",2022,-1.79908937607021,0.0408215967075852
"99",100,"Black-winged Kite","before 2000",1992,-2.22669470197405,0.0459732723885738
"100",100,"Black-winged Kite","2000-2006",2003,-2.25495421143498,0.0510093227960573
"101",100,"Black-winged Kite","2007-2010",2009,-2.18333062636913,0.0443786067238937
"102",100,"Black-winged Kite","2011-2012",2012,-2.05201131040445,0.0441673883238129
"103",100,"Black-winged Kite","2013",2013,-2.25910650381182,0.0448268409033038
"104",100,"Black-winged Kite","2014",2014,-2.30953593508267,0.0407811751290525
"105",100,"Black-winged Kite","2015",2015,-2.35260732825964,0.0384275634369343
"106",100,"Black-winged Kite","2016",2016,-2.33445713421315,0.035934061495396
"107",100,"Black-winged Kite","2017",2017,-2.45551357796593,0.0368949657261245
"108",100,"Black-winged Kite","2018",2018,-2.46988570423524,0.0340042522883807
"109",100,"Black-winged Kite","2019",2019,-2.61958984913643,0.0346228011284556
"110",100,"Black-winged Kite","2020",2020,-2.46142847743461,0.0363084794674886
"111",100,"Black-winged Kite","2021",2021,-2.49877420374817,0.036050265663362
"112",100,"Black-winged Kite","2022",2022,-2.65414976024338,0.036204006878959
"113",100,"Ashy Prinia","before 2000",1992,-2.75067038631843,0.0492395893100623
"114",100,"Ashy Prinia","2000-2006",2003,-2.51852786005926,0.0489327667833679
"115",100,"Ashy Prinia","2007-2010",2009,-2.27738134284247,0.0499222964744722
"116",100,"Ashy Prinia","2011-2012",2012,-2.24528650407995,0.046668807519513
"117",100,"Ashy Prinia","2013",2013,-2.07309073371105,0.0464186936050613
"118",100,"Ashy Prinia","2014",2014,-2.00265882227304,0.0418143011625648
"119",100,"Ashy Prinia","2015",2015,-1.97630472800625,0.0417888548541736
"120",100,"Ashy Prinia","2016",2016,-1.9871018820591,0.0438963010149999
"121",100,"Ashy Prinia","2017",2017,-1.87460072876823,0.0414624601757579
"122",100,"Ashy Prinia","2018",2018,-1.94564792645827,0.0435798265696274
"123",100,"Ashy Prinia","2019",2019,-1.75088561305093,0.0426878980067431
"124",100,"Ashy Prinia","2020",2020,-1.75968284931106,0.0422493790163702
"125",100,"Ashy Prinia","2021",2021,-1.77220310041192,0.0415509732796632
"126",100,"Ashy Prinia","2022",2022,-1.8015495713041,0.0415782069114894
"127",1000,"Gray Francolin","before 2000",1992,-2.42585449935962,0.0563545692854255
"128",1000,"Gray Francolin","2000-2006",2003,-2.57602888718516,0.0498122286960637
"129",1000,"Gray Francolin","2007-2010",2009,-2.38636131368264,0.0534056476199235
"130",1000,"Gray Francolin","2011-2012",2012,-2.40235266967148,0.0547812542627505
"131",1000,"Gray Francolin","2013",2013,-2.38369306787967,0.0509258089298313
"132",1000,"Gray Francolin","2014",2014,-2.14195618049755,0.048964658123179
"133",1000,"Gray Francolin","2015",2015,-2.16378505459154,0.0473113026519775
"134",1000,"Gray Francolin","2016",2016,-2.11314581211942,0.0452056574743205
"135",1000,"Gray Francolin","2017",2017,-2.04719180947238,0.0433383482275516
"136",1000,"Gray Francolin","2018",2018,-1.97367744951563,0.0454079483560332
"137",1000,"Gray Francolin","2019",2019,-1.94005252330242,0.0463702229455983
"138",1000,"Gray Francolin","2020",2020,-1.90043697660121,0.0459074415197225
"139",1000,"Gray Francolin","2021",2021,-1.90541173903398,0.044766356792723
"140",1000,"Gray Francolin","2022",2022,-1.86869675632966,0.0425605903027574
"141",1000,"Black-winged Kite","before 2000",1992,-2.21458251914607,0.0467134222945117
"142",1000,"Black-winged Kite","2000-2006",2003,-2.2686267267985,0.0503122492016227
"143",1000,"Black-winged Kite","2007-2010",2009,-2.20215127425359,0.0463241601864371
"144",1000,"Black-winged Kite","2011-2012",2012,-2.08599424382491,0.0450093661514016
"145",1000,"Black-winged Kite","2013",2013,-2.2700650514984,0.0443996425781777
"146",1000,"Black-winged Kite","2014",2014,-2.30591675307019,0.0416196048471056
"147",1000,"Black-winged Kite","2015",2015,-2.3393108366315,0.0398805895000428
"148",1000,"Black-winged Kite","2016",2016,-2.34868564316588,0.0354062785735494
"149",1000,"Black-winged Kite","2017",2017,-2.46645880557729,0.0366829560441622
"150",1000,"Black-winged Kite","2018",2018,-2.47643351237023,0.0353501357227272
"151",1000,"Black-winged Kite","2019",2019,-2.61802884368459,0.0363368867174351
"152",1000,"Black-winged Kite","2020",2020,-2.45704114596935,0.0347565790729327
"153",1000,"Black-winged Kite","2021",2021,-2.49918129870972,0.0358324522587197
"154",1000,"Black-winged Kite","2022",2022,-2.64016382668328,0.0370234334989477
"155",1000,"Ashy Prinia","before 2000",1992,-2.79427319288109,0.0507923065918943
"156",1000,"Ashy Prinia","2000-2006",2003,-2.52002498153707,0.0507746651564701
"157",1000,"Ashy Prinia","2007-2010",2009,-2.28185708131217,0.050538753824408
"158",1000,"Ashy Prinia","2011-2012",2012,-2.2730189079734,0.0512835768944326
"159",1000,"Ashy Prinia","2013",2013,-2.08920843044722,0.0464379355146272
"160",1000,"Ashy Prinia","2014",2014,-2.02252381074412,0.0413228877610389
"161",1000,"Ashy Prinia","2015",2015,-1.97474551525195,0.0415065729098224
"162",1000,"Ashy Prinia","2016",2016,-1.99526534547584,0.0424397905777684
"163",1000,"Ashy Prinia","2017",2017,-1.87614436497,0.0414225651515822
"164",1000,"Ashy Prinia","2018",2018,-1.95478648564462,0.0437938351704104
"165",1000,"Ashy Prinia","2019",2019,-1.76120628758389,0.0417639569273498
"166",1000,"Ashy Prinia","2020",2020,-1.77214329080206,0.0408874007902781
"167",1000,"Ashy Prinia","2021",2021,-1.77551472363829,0.0408447541840525
"168",1000,"Ashy Prinia","2022",2022,-1.814102983118,0.0402238258569195
"169",101,"Gray Francolin","before 2000",1992,-2.30179211902513,0.0549351807600903
"170",101,"Gray Francolin","2000-2006",2003,-2.52028237915174,0.0576844841950748
"171",101,"Gray Francolin","2007-2010",2009,-2.27536202310081,0.054078844052316
"172",101,"Gray Francolin","2011-2012",2012,-2.30598219803977,0.0558536647982861
"173",101,"Gray Francolin","2013",2013,-2.29310456312566,0.0525796006443691
"174",101,"Gray Francolin","2014",2014,-2.05747070557237,0.0476853964781853
"175",101,"Gray Francolin","2015",2015,-2.07291479240469,0.0504610075168287
"176",101,"Gray Francolin","2016",2016,-2.01840087247211,0.0428114376320564
"177",101,"Gray Francolin","2017",2017,-1.93744700096494,0.0468184813405422
"178",101,"Gray Francolin","2018",2018,-1.8808054982533,0.0465543461030686
"179",101,"Gray Francolin","2019",2019,-1.85898006137445,0.043471845618051
"180",101,"Gray Francolin","2020",2020,-1.80447239404065,0.0450138079436516
"181",101,"Gray Francolin","2021",2021,-1.8217900302235,0.0436296028887251
"182",101,"Gray Francolin","2022",2022,-1.78654854983119,0.0451138579577335
"183",101,"Black-winged Kite","before 2000",1992,-2.18321441925696,0.0477607309382654
"184",101,"Black-winged Kite","2000-2006",2003,-2.28086938909177,0.0470072519114474
"185",101,"Black-winged Kite","2007-2010",2009,-2.18519751131569,0.0463804066962505
"186",101,"Black-winged Kite","2011-2012",2012,-2.08300307977713,0.0433358461132576
"187",101,"Black-winged Kite","2013",2013,-2.29125026096795,0.0415672531105259
"188",101,"Black-winged Kite","2014",2014,-2.31547566204859,0.0385334854254035
"189",101,"Black-winged Kite","2015",2015,-2.34930210482905,0.035883346351252
"190",101,"Black-winged Kite","2016",2016,-2.34201338114814,0.0332616501781687
"191",101,"Black-winged Kite","2017",2017,-2.46110852262138,0.0344651835818633
"192",101,"Black-winged Kite","2018",2018,-2.4615739621503,0.0341003984804412
"193",101,"Black-winged Kite","2019",2019,-2.61269000556278,0.0345784765810556
"194",101,"Black-winged Kite","2020",2020,-2.46094363968802,0.0339448851066295
"195",101,"Black-winged Kite","2021",2021,-2.49069205142921,0.033604726798719
"196",101,"Black-winged Kite","2022",2022,-2.64431210594192,0.0340670711297519
"197",101,"Ashy Prinia","before 2000",1992,-2.80380586042444,0.0510662369902876
"198",101,"Ashy Prinia","2000-2006",2003,-2.5161091513525,0.0522948496369277
"199",101,"Ashy Prinia","2007-2010",2009,-2.26621966443193,0.0458630894195913
"200",101,"Ashy Prinia","2011-2012",2012,-2.2399314782783,0.0496611284871632
"201",101,"Ashy Prinia","2013",2013,-2.09095420978099,0.0457435188911736
"202",101,"Ashy Prinia","2014",2014,-1.98239930666061,0.0452710312594048
"203",101,"Ashy Prinia","2015",2015,-1.95980290808081,0.0445921650628623
"204",101,"Ashy Prinia","2016",2016,-1.9944485901105,0.042609723081748
"205",101,"Ashy Prinia","2017",2017,-1.8655103218143,0.0448011412485467
"206",101,"Ashy Prinia","2018",2018,-1.93676872865904,0.044432084378259
"207",101,"Ashy Prinia","2019",2019,-1.74991596461918,0.0437117296209382
"208",101,"Ashy Prinia","2020",2020,-1.76134672265977,0.0438513872684455
"209",101,"Ashy Prinia","2021",2021,-1.76300226364648,0.0447690977719849
"210",101,"Ashy Prinia","2022",2022,-1.79210895652901,0.043303634342836
"211",102,"Gray Francolin","before 2000",1992,-2.34613790119762,0.0574371577783199
"212",102,"Gray Francolin","2000-2006",2003,-2.48651975031145,0.0628586108191687
"213",102,"Gray Francolin","2007-2010",2009,-2.31435380639675,0.0504847052921676
"214",102,"Gray Francolin","2011-2012",2012,-2.32100789299631,0.0512058080313207
"215",102,"Gray Francolin","2013",2013,-2.30629050688475,0.048449782973267
"216",102,"Gray Francolin","2014",2014,-2.03628598720627,0.0490248243570343
"217",102,"Gray Francolin","2015",2015,-2.08011429769138,0.0453741870200053
"218",102,"Gray Francolin","2016",2016,-2.03537680370554,0.0459614360249759
"219",102,"Gray Francolin","2017",2017,-1.94985904138962,0.0464526827470725
"220",102,"Gray Francolin","2018",2018,-1.89299573419832,0.0445926163413464
"221",102,"Gray Francolin","2019",2019,-1.85584581105667,0.0448010493216525
"222",102,"Gray Francolin","2020",2020,-1.81070187488276,0.0423796979826022
"223",102,"Gray Francolin","2021",2021,-1.82150844383098,0.0438738206591222
"224",102,"Gray Francolin","2022",2022,-1.78158580884679,0.0437060360317452
"225",102,"Black-winged Kite","before 2000",1992,-2.17587476071613,0.0446152013675755
"226",102,"Black-winged Kite","2000-2006",2003,-2.25845585116205,0.0473436938316587
"227",102,"Black-winged Kite","2007-2010",2009,-2.19290010897082,0.0444654030076972
"228",102,"Black-winged Kite","2011-2012",2012,-2.06069359929514,0.0471029843415148
"229",102,"Black-winged Kite","2013",2013,-2.25912287254774,0.0416116020242359
"230",102,"Black-winged Kite","2014",2014,-2.30201885593187,0.0377226541221898
"231",102,"Black-winged Kite","2015",2015,-2.30180074209918,0.038745628281365
"232",102,"Black-winged Kite","2016",2016,-2.31664024215607,0.0342570205919963
"233",102,"Black-winged Kite","2017",2017,-2.45683357870112,0.0353687371177742
"234",102,"Black-winged Kite","2018",2018,-2.46858207590834,0.0347860487029378
"235",102,"Black-winged Kite","2019",2019,-2.60564522115633,0.0349196997613582
"236",102,"Black-winged Kite","2020",2020,-2.44884748379042,0.0338406574978228
"237",102,"Black-winged Kite","2021",2021,-2.49339352672909,0.0324814875473785
"238",102,"Black-winged Kite","2022",2022,-2.62728693133661,0.0345187182274735
"239",102,"Ashy Prinia","before 2000",1992,-2.77639069203187,0.0509409981527286
"240",102,"Ashy Prinia","2000-2006",2003,-2.5480947562484,0.0483282799798406
"241",102,"Ashy Prinia","2007-2010",2009,-2.29109148177454,0.0530427243563783
"242",102,"Ashy Prinia","2011-2012",2012,-2.24901546723989,0.0464075772010423
"243",102,"Ashy Prinia","2013",2013,-2.08470976457907,0.0425241139175342
"244",102,"Ashy Prinia","2014",2014,-2.0123451204517,0.0422700407103566
"245",102,"Ashy Prinia","2015",2015,-1.969080637797,0.0440168288695632
"246",102,"Ashy Prinia","2016",2016,-1.9829373170013,0.041461807953215
"247",102,"Ashy Prinia","2017",2017,-1.86813173152895,0.0380216156151195
"248",102,"Ashy Prinia","2018",2018,-1.94224145752239,0.0390768727190271
"249",102,"Ashy Prinia","2019",2019,-1.7484907445807,0.0373535952044361
"250",102,"Ashy Prinia","2020",2020,-1.75880177412773,0.0388091748485532
"251",102,"Ashy Prinia","2021",2021,-1.76050310925547,0.0406394668590516
"252",102,"Ashy Prinia","2022",2022,-1.80000580382031,0.0398218315246575
"253",103,"Gray Francolin","before 2000",1992,-2.42007976212443,0.0530790216653689
"254",103,"Gray Francolin","2000-2006",2003,-2.61629875477911,0.055291357821754
"255",103,"Gray Francolin","2007-2010",2009,-2.4113328554184,0.0537058817960319
"256",103,"Gray Francolin","2011-2012",2012,-2.41718787214428,0.0539186180184339
"257",103,"Gray Francolin","2013",2013,-2.4079590605812,0.0462267901746879
"258",103,"Gray Francolin","2014",2014,-2.15647085942194,0.0467809803473604
"259",103,"Gray Francolin","2015",2015,-2.1799293187373,0.0450155844908328
"260",103,"Gray Francolin","2016",2016,-2.11503493693014,0.0442177473660081
"261",103,"Gray Francolin","2017",2017,-2.06068318086678,0.04300829301584
"262",103,"Gray Francolin","2018",2018,-1.99698826734149,0.0432717962195877
"263",103,"Gray Francolin","2019",2019,-1.94975524226916,0.0444921110327838
"264",103,"Gray Francolin","2020",2020,-1.91222734342942,0.0428523407753459
"265",103,"Gray Francolin","2021",2021,-1.9237715911062,0.0433752049721222
"266",103,"Gray Francolin","2022",2022,-1.88791469273779,0.0413052589118004
"267",103,"Black-winged Kite","before 2000",1992,-2.15416351777729,0.0496068140336502
"268",103,"Black-winged Kite","2000-2006",2003,-2.30974745825163,0.0479540738305925
"269",103,"Black-winged Kite","2007-2010",2009,-2.19656979789209,0.0451346602688363
"270",103,"Black-winged Kite","2011-2012",2012,-2.08029024077095,0.0455090059042828
"271",103,"Black-winged Kite","2013",2013,-2.25133695183978,0.0434227990901915
"272",103,"Black-winged Kite","2014",2014,-2.31361129346816,0.0413721712637117
"273",103,"Black-winged Kite","2015",2015,-2.34970017600998,0.0340748396304029
"274",103,"Black-winged Kite","2016",2016,-2.32060911189958,0.0344543316987171
"275",103,"Black-winged Kite","2017",2017,-2.46689323739201,0.0340350636355558
"276",103,"Black-winged Kite","2018",2018,-2.47417443050833,0.0344317844689811
"277",103,"Black-winged Kite","2019",2019,-2.61420973922603,0.0336636504717411
"278",103,"Black-winged Kite","2020",2020,-2.45604840987303,0.0314561653723388
"279",103,"Black-winged Kite","2021",2021,-2.49592854561798,0.0334243238875763
"280",103,"Black-winged Kite","2022",2022,-2.64673927413216,0.0317065437324234
"281",103,"Ashy Prinia","before 2000",1992,-2.7498943452591,0.0510419813078803
"282",103,"Ashy Prinia","2000-2006",2003,-2.47371558739359,0.0465118787470454
"283",103,"Ashy Prinia","2007-2010",2009,-2.25979518428112,0.0448346672577212
"284",103,"Ashy Prinia","2011-2012",2012,-2.27685658101348,0.0480531102952678
"285",103,"Ashy Prinia","2013",2013,-2.06134184364774,0.0449996145468321
"286",103,"Ashy Prinia","2014",2014,-2.01155653093296,0.0446388288800206
"287",103,"Ashy Prinia","2015",2015,-1.97186411709592,0.0409510179946345
"288",103,"Ashy Prinia","2016",2016,-1.98663045617824,0.0414245578774283
"289",103,"Ashy Prinia","2017",2017,-1.87175028736094,0.0402568604498737
"290",103,"Ashy Prinia","2018",2018,-1.93286508085684,0.0411066344323801
"291",103,"Ashy Prinia","2019",2019,-1.74264483047153,0.0421639768782873
"292",103,"Ashy Prinia","2020",2020,-1.75504875326063,0.0414133035507062
"293",103,"Ashy Prinia","2021",2021,-1.76429639915693,0.0397453831859501
"294",103,"Ashy Prinia","2022",2022,-1.79720657432109,0.0415855092060392
"295",104,"Gray Francolin","before 2000",1992,-2.41758158874616,0.0548352948533358
"296",104,"Gray Francolin","2000-2006",2003,-2.55428614261175,0.0554619206921163
"297",104,"Gray Francolin","2007-2010",2009,-2.35306884725763,0.0526241767424486
"298",104,"Gray Francolin","2011-2012",2012,-2.37939106401254,0.0518710374231161
"299",104,"Gray Francolin","2013",2013,-2.37994077318458,0.057137262404321
"300",104,"Gray Francolin","2014",2014,-2.11107863147248,0.0473228708369741
"301",104,"Gray Francolin","2015",2015,-2.14561747256646,0.0473668458440442
"302",104,"Gray Francolin","2016",2016,-2.10625313333297,0.0436445077480087
"303",104,"Gray Francolin","2017",2017,-2.04320100215436,0.0453886549085701
"304",104,"Gray Francolin","2018",2018,-1.97761026244945,0.0443768219763856
"305",104,"Gray Francolin","2019",2019,-1.93636196780098,0.0456722733208148
"306",104,"Gray Francolin","2020",2020,-1.89815019974515,0.04218623771303
"307",104,"Gray Francolin","2021",2021,-1.90211262922256,0.0435500423764635
"308",104,"Gray Francolin","2022",2022,-1.86451998704331,0.0434204819570942
"309",104,"Black-winged Kite","before 2000",1992,-2.22233824896928,0.0469064050169955
"310",104,"Black-winged Kite","2000-2006",2003,-2.26990823188834,0.0471063133026239
"311",104,"Black-winged Kite","2007-2010",2009,-2.18491231990838,0.0439633320446622
"312",104,"Black-winged Kite","2011-2012",2012,-2.08853456938711,0.0474363001249575
"313",104,"Black-winged Kite","2013",2013,-2.25327530396709,0.0447842751462564
"314",104,"Black-winged Kite","2014",2014,-2.29794151390367,0.0405583373367328
"315",104,"Black-winged Kite","2015",2015,-2.34549336068053,0.0368738693775572
"316",104,"Black-winged Kite","2016",2016,-2.33062123682341,0.0345113616998672
"317",104,"Black-winged Kite","2017",2017,-2.45409114818418,0.0335807117231414
"318",104,"Black-winged Kite","2018",2018,-2.45255100986492,0.0336599690841538
"319",104,"Black-winged Kite","2019",2019,-2.61331237474148,0.0358393592334793
"320",104,"Black-winged Kite","2020",2020,-2.44459256576802,0.0330094087772549
"321",104,"Black-winged Kite","2021",2021,-2.49173948906765,0.034015229803135
"322",104,"Black-winged Kite","2022",2022,-2.63667194569966,0.0320004458692821
"323",104,"Ashy Prinia","before 2000",1992,-2.76846189573945,0.0550750132793348
"324",104,"Ashy Prinia","2000-2006",2003,-2.51475572749407,0.0498785295266365
"325",104,"Ashy Prinia","2007-2010",2009,-2.30118858573779,0.051045141247988
"326",104,"Ashy Prinia","2011-2012",2012,-2.26748612022247,0.0510302531199379
"327",104,"Ashy Prinia","2013",2013,-2.08352229717997,0.0469048013583183
"328",104,"Ashy Prinia","2014",2014,-1.99417576629516,0.0437364464150524
"329",104,"Ashy Prinia","2015",2015,-1.97231647658675,0.0419938138659953
"330",104,"Ashy Prinia","2016",2016,-1.98371809825224,0.0396966372757694
"331",104,"Ashy Prinia","2017",2017,-1.87055965090157,0.0422500545517718
"332",104,"Ashy Prinia","2018",2018,-1.94588984166793,0.0428137926760565
"333",104,"Ashy Prinia","2019",2019,-1.75821833949463,0.0412896734974038
"334",104,"Ashy Prinia","2020",2020,-1.76821764873433,0.037266746795183
"335",104,"Ashy Prinia","2021",2021,-1.76542774883563,0.0387840136236328
"336",104,"Ashy Prinia","2022",2022,-1.80394095693213,0.0400595662881893
"337",105,"Gray Francolin","before 2000",1992,-2.41413545248716,0.054504261087355
"338",105,"Gray Francolin","2000-2006",2003,-2.55770088159227,0.0553135423989077
"339",105,"Gray Francolin","2007-2010",2009,-2.39356026614714,0.0499558348680051
"340",105,"Gray Francolin","2011-2012",2012,-2.41907999592201,0.0595426699465207
"341",105,"Gray Francolin","2013",2013,-2.40650349707448,0.0507710341677413
"342",105,"Gray Francolin","2014",2014,-2.17136203551817,0.047057630733662
"343",105,"Gray Francolin","2015",2015,-2.18170962119759,0.0481111695517632
"344",105,"Gray Francolin","2016",2016,-2.12314475185528,0.0425354375726887
"345",105,"Gray Francolin","2017",2017,-2.05636177634863,0.0434590014292779
"346",105,"Gray Francolin","2018",2018,-1.98814555956773,0.0423471321194803
"347",105,"Gray Francolin","2019",2019,-1.94696542385488,0.0431926008534333
"348",105,"Gray Francolin","2020",2020,-1.91210311799743,0.0423707073449653
"349",105,"Gray Francolin","2021",2021,-1.92518913740078,0.0447289890685991
"350",105,"Gray Francolin","2022",2022,-1.87609722232702,0.0438091478821806
"351",105,"Black-winged Kite","before 2000",1992,-2.18690205232834,0.0478367307618086
"352",105,"Black-winged Kite","2000-2006",2003,-2.22181114723453,0.0478866356093702
"353",105,"Black-winged Kite","2007-2010",2009,-2.18719549085896,0.0440547339423445
