"","sl","COMMON.NAME","timegroupsf","timegroups","freq","se"
"89",14,"Red Junglefowl","2013",2013,-3.51319927399839,0.111800424057478
"90",14,"Red Junglefowl","2014",2014,-3.43294689668794,0.094566032020914
"91",14,"Red Junglefowl","2015",2015,-3.33451296057383,0.0855768414446905
"92",14,"Red Junglefowl","2016",2016,-3.66689256280897,0.08410024664426
"93",14,"Red Junglefowl","2017",2017,-3.17247699429637,0.0745638239939485
"94",14,"Red Junglefowl","2018",2018,-3.42216205803973,0.0775577960422784
"95",14,"Red Junglefowl","2019",2019,-3.46592409436685,0.078317748505857
"96",14,"Red Junglefowl","2020",2020,-3.46825345110824,0.0754541007646689
"97",14,"Red Junglefowl","2021",2021,-3.39265707941474,0.0771901663125761
"98",14,"Red Junglefowl","2022",2022,-3.28232877606313,0.0737311348054444
"99",15,"Red Junglefowl","before 2000",1992,-3.36858270497992,0.110021935166948
"100",15,"Red Junglefowl","2000-2006",2003,-3.6804687794977,0.0736044790400294
"101",15,"Red Junglefowl","2007-2010",2009,-3.48077964154733,0.071955302526323
"102",15,"Red Junglefowl","2011-2012",2012,-3.34566119050347,0.0847463871797197
"103",15,"Red Junglefowl","2013",2013,-3.43829721071381,0.0961941502388085
"104",15,"Red Junglefowl","2014",2014,-3.13394509148986,0.109301969207692
"105",15,"Red Junglefowl","2015",2015,-3.1840760383674,0.0690795084927464
"106",15,"Red Junglefowl","2016",2016,-3.40003263725279,0.0713319856848457
"107",15,"Red Junglefowl","2017",2017,-3.42978501231856,0.0719531976314425
"108",15,"Red Junglefowl","2018",2018,-3.53616088785518,0.0972438019142456
"109",15,"Red Junglefowl","2019",2019,-3.29131551653853,0.0738725391991436
"110",15,"Red Junglefowl","2020",2020,-3.4774753458332,0.0697381782983559
"111",15,"Red Junglefowl","2021",2021,-3.18577644871966,0.0990458153578654
"112",15,"Red Junglefowl","2022",2022,-3.12529593368146,0.0986414787624269
"113",16,"Red Junglefowl","before 2000",1992,-3.35591259182169,0.112159222475802
"114",16,"Red Junglefowl","2000-2006",2003,-3.39404968940792,0.0761045923924329
"115",16,"Red Junglefowl","2007-2010",2009,-3.47108397354774,0.0703185201853795
"116",16,"Red Junglefowl","2011-2012",2012,-3.17649602540228,0.0769095689697209
"117",16,"Red Junglefowl","2013",2013,-3.12824782830795,0.110655864931978
"118",16,"Red Junglefowl","2014",2014,-3.47210326584664,0.0734384560999284
"119",16,"Red Junglefowl","2015",2015,-3.42377179627575,0.0779793569894509
"120",16,"Red Junglefowl","2016",2016,-3.183233459497,0.101745426586099
"121",16,"Red Junglefowl","2017",2017,-3.51665503009923,0.105051373677088
"122",16,"Red Junglefowl","2018",2018,-3.4391676189341,0.0899187523741948
"123",16,"Red Junglefowl","2019",2019,-3.10962424280482,0.105018693195535
"124",16,"Red Junglefowl","2020",2020,-3.28339750149304,0.0746345196082541
"125",16,"Red Junglefowl","2021",2021,-3.33771612835199,0.0820299952304077
"126",16,"Red Junglefowl","2022",2022,-3.66807975420287,0.0853233304323574
"127",17,"Red Junglefowl","before 2000",1992,-3.35852605941094,0.110081698332446
"128",17,"Red Junglefowl","2000-2006",2003,-3.19503644730002,0.0898155997654431
"129",17,"Red Junglefowl","2007-2010",2009,-3.28916822937205,0.0689537960406851
"130",17,"Red Junglefowl","2011-2012",2012,-3.43176834896273,0.0707978448186523
"131",17,"Red Junglefowl","2013",2013,-3.47789936561092,0.0757447242563499
"132",17,"Red Junglefowl","2014",2014,-3.46955895397406,0.0720077725181548
"133",17,"Red Junglefowl","2015",2015,-3.5268415040951,0.103140594543087
"134",17,"Red Junglefowl","2016",2016,-3.34268448112619,0.077632641845975
"135",17,"Red Junglefowl","2017",2017,-3.44270627001983,0.0913484696378413
"136",17,"Red Junglefowl","2018",2018,-3.12391988664756,0.113005301934689
"137",17,"Red Junglefowl","2019",2019,-3.67071108223268,0.0848596066482067
"138",17,"Red Junglefowl","2020",2020,-3.12661964981194,0.0958843604938242
"139",17,"Red Junglefowl","2021",2021,-3.1829986002317,0.0684609741697203
"140",17,"Red Junglefowl","2022",2022,-3.39588430209778,0.0734219839660898
"141",18,"Red Junglefowl","before 2000",1992,-3.35464697112534,0.115346217863645
"142",18,"Red Junglefowl","2000-2006",2003,-3.33994827703971,0.0898835206966901
"143",18,"Red Junglefowl","2007-2010",2009,-3.12120276394842,0.105303177424425
"144",18,"Red Junglefowl","2011-2012",2012,-3.5226014404272,0.119019859885093
"145",18,"Red Junglefowl","2013",2013,-3.47275170834483,0.0782972371792797
"146",18,"Red Junglefowl","2014",2014,-3.28806290923581,0.0737533651454672
"147",18,"Red Junglefowl","2015",2015,-3.44406807946068,0.09409075769096
"148",18,"Red Junglefowl","2016",2016,-3.17752135310795,0.0805954755343833
"149",18,"Red Junglefowl","2017",2017,-3.13605494670982,0.100168588564592
"150",18,"Red Junglefowl","2018",2018,-3.47389488435502,0.0797280831620096
"151",18,"Red Junglefowl","2019",2019,-3.3961170537274,0.0803053732056039
"152",18,"Red Junglefowl","2020",2020,-3.67221905095555,0.089102267312416
"153",18,"Red Junglefowl","2021",2021,-3.43085552772183,0.0823989531166842
"154",18,"Red Junglefowl","2022",2022,-3.19336931231994,0.0992465831273317
"155",19,"Red Junglefowl","before 2000",1992,-3.3634673318535,0.105432647224466
"156",19,"Red Junglefowl","2000-2006",2003,-3.17896833749195,0.0785573735448168
"157",19,"Red Junglefowl","2007-2010",2009,-3.67239607117282,0.090161846786234
"158",19,"Red Junglefowl","2011-2012",2012,-3.43986754020254,0.0991695339399198
"159",19,"Red Junglefowl","2013",2013,-3.28492224318893,0.0737911889191929
"160",19,"Red Junglefowl","2014",2014,-3.11541075816493,0.100568382226055
"161",19,"Red Junglefowl","2015",2015,-3.13376730566266,0.0960114017794423
"162",19,"Red Junglefowl","2016",2016,-3.43133731617289,0.0754694742609966
"163",19,"Red Junglefowl","2017",2017,-3.47714249133617,0.0787278728174391
"164",19,"Red Junglefowl","2018",2018,-3.46941589557979,0.0787413470656746
"165",19,"Red Junglefowl","2019",2019,-3.18740449639206,0.0959020883791799
"166",19,"Red Junglefowl","2020",2020,-3.39566583838105,0.0755121330543653
"167",19,"Red Junglefowl","2021",2021,-3.52365414357915,0.110646741317442
"168",19,"Red Junglefowl","2022",2022,-3.34196513849999,0.0888291182038717
"169",2,"Red Junglefowl","before 2000",1992,-3.44458510141673,0.109202195719324
"170",2,"Red Junglefowl","2000-2006",2003,-3.6725255320758,0.0844428676474552
"171",2,"Red Junglefowl","2007-2010",2009,-3.49046830910317,0.0711039763764411
"172",2,"Red Junglefowl","2011-2012",2012,-3.36121070858044,0.0835930022151194
"173",2,"Red Junglefowl","2013",2013,-3.52906104894753,0.0942393849856377
"174",2,"Red Junglefowl","2014",2014,-3.17559333873801,0.0921841551802848
"175",2,"Red Junglefowl","2015",2015,-3.23184290559663,0.070492878771951
"176",2,"Red Junglefowl","2016",2016,-3.4290755841491,0.0759851142012751
"177",2,"Red Junglefowl","2017",2017,-3.46881612084564,0.0723251291376911
"178",2,"Red Junglefowl","2018",2018,-3.52268490902829,0.0954124296110054
"179",2,"Red Junglefowl","2019",2019,-3.31666788984008,0.0694457372531426
"180",2,"Red Junglefowl","2020",2020,-3.52099690826902,0.0735219277840425
"181",2,"Red Junglefowl","2021",2021,-3.21431997603169,0.0949686275859464
"182",2,"Red Junglefowl","2022",2022,-3.06950028676546,0.100507149092469
"183",20,"Red Junglefowl","before 2000",1992,-3.36108649075626,0.106503121683485
"184",20,"Red Junglefowl","2000-2006",2003,-3.43209744797094,0.0762470269913531
"185",20,"Red Junglefowl","2007-2010",2009,-3.40003600278497,0.0729088890559823
"186",20,"Red Junglefowl","2011-2012",2012,-3.12862872505215,0.100274173235089
"187",20,"Red Junglefowl","2013",2013,-3.12521351407517,0.0953504926230753
"188",20,"Red Junglefowl","2014",2014,-3.67842250546068,0.076374378699007
"189",20,"Red Junglefowl","2015",2015,-3.47784700327294,0.0766657515358934
"190",20,"Red Junglefowl","2016",2016,-3.5183339579236,0.110456195607127
"191",20,"Red Junglefowl","2017",2017,-3.47414569386834,0.0718645762728903
"192",20,"Red Junglefowl","2018",2018,-3.28455990504227,0.0749745006326784
"193",20,"Red Junglefowl","2019",2019,-3.34214641178075,0.086697233943375
"194",20,"Red Junglefowl","2020",2020,-3.18557834512073,0.101468510581057
"195",20,"Red Junglefowl","2021",2021,-3.43659919850166,0.101235818378001
"196",20,"Red Junglefowl","2022",2022,-3.17829285150872,0.0729177848910046
"197",21,"Red Junglefowl","before 2000",1992,-3.35562608467108,0.104048694767846
"198",21,"Red Junglefowl","2000-2006",2003,-3.52229646737855,0.113307823555057
"199",21,"Red Junglefowl","2007-2010",2009,-3.1935773637067,0.09963476536391
"200",21,"Red Junglefowl","2011-2012",2012,-3.4791857811337,0.0756631018155884
"201",21,"Red Junglefowl","2013",2013,-3.67742523694871,0.0741529818680223
"202",21,"Red Junglefowl","2014",2014,-3.39829793506354,0.0719228484129212
"203",21,"Red Junglefowl","2015",2015,-3.46998391019463,0.0753787394761913
"204",21,"Red Junglefowl","2016",2016,-3.4450574432235,0.0943910498997592
"205",21,"Red Junglefowl","2017",2017,-3.28863884194274,0.0695058411890248
"206",21,"Red Junglefowl","2018",2018,-3.11370579671507,0.103258188157736
"207",21,"Red Junglefowl","2019",2019,-3.18037817363043,0.0704165376417475
"208",21,"Red Junglefowl","2020",2020,-3.34294126153193,0.0851572987126504
"209",21,"Red Junglefowl","2021",2021,-3.13960940446818,0.101677461170799
"210",21,"Red Junglefowl","2022",2022,-3.43206991087844,0.0708844412982399
"211",22,"Red Junglefowl","before 2000",1992,-3.36756450869015,0.108781110157577
"212",22,"Red Junglefowl","2000-2006",2003,-3.43691261439992,0.0996026566090933
"213",22,"Red Junglefowl","2007-2010",2009,-3.33830472362257,0.0876034001418742
"214",22,"Red Junglefowl","2011-2012",2012,-3.47160392245028,0.075662568601308
"215",22,"Red Junglefowl","2013",2013,-3.39877621052613,0.0707365859083998
"216",22,"Red Junglefowl","2014",2014,-3.19244474796248,0.0925244267201675
"217",22,"Red Junglefowl","2015",2015,-3.28752126284452,0.0706819152269288
"218",22,"Red Junglefowl","2016",2016,-3.12801576869394,0.100528978591489
"219",22,"Red Junglefowl","2017",2017,-3.10692221380548,0.10998994011406
"220",22,"Red Junglefowl","2018",2018,-3.67215432080721,0.0832092059513507
"221",22,"Red Junglefowl","2019",2019,-3.42818556902095,0.075248859147132
"222",22,"Red Junglefowl","2020",2020,-3.17903245948667,0.0751489903711915
"223",22,"Red Junglefowl","2021",2021,-3.48051604456304,0.073025366122476
"224",22,"Red Junglefowl","2022",2022,-3.52100453298684,0.11584727418747
"225",23,"Red Junglefowl","before 2000",1992,-3.35560070509561,0.111266668695596
"226",23,"Red Junglefowl","2000-2006",2003,-3.13624103795165,0.103885458004227
"227",23,"Red Junglefowl","2007-2010",2009,-3.17689258903226,0.0757281211097377
"228",23,"Red Junglefowl","2011-2012",2012,-3.29034816657592,0.0667661801096696
"229",23,"Red Junglefowl","2013",2013,-3.18636831445054,0.103214242413171
"230",23,"Red Junglefowl","2014",2014,-3.34394029066342,0.079479214442748
"231",23,"Red Junglefowl","2015",2015,-3.12020303438236,0.0955204387195226
"232",23,"Red Junglefowl","2016",2016,-3.4816769829412,0.0721610881335849
"233",23,"Red Junglefowl","2017",2017,-3.67276603819089,0.0830903551987976
"234",23,"Red Junglefowl","2018",2018,-3.40115987338393,0.0689797604847679
"235",23,"Red Junglefowl","2019",2019,-3.52310858357648,0.10603949243843
"236",23,"Red Junglefowl","2020",2020,-3.42778796643181,0.0711070575028715
"237",23,"Red Junglefowl","2021",2021,-3.46981008599925,0.0743053390673987
"238",23,"Red Junglefowl","2022",2022,-3.44072913590677,0.0938677810496882
"239",24,"Red Junglefowl","before 2000",1992,-3.36605307309889,0.101630717595694
"240",24,"Red Junglefowl","2000-2006",2003,-3.48220278087566,0.0725521198683963
"241",24,"Red Junglefowl","2007-2010",2009,-3.43211411929022,0.0715281247852049
"242",24,"Red Junglefowl","2011-2012",2012,-3.12541915049587,0.102079864610777
"243",24,"Red Junglefowl","2013",2013,-3.33945014374467,0.0833239615162439
"244",24,"Red Junglefowl","2014",2014,-3.1839549232899,0.0710742885437045
"245",24,"Red Junglefowl","2015",2015,-3.67888023337882,0.0779635901426831
"246",24,"Red Junglefowl","2016",2016,-3.47696361402396,0.0734565760844293
"247",24,"Red Junglefowl","2017",2017,-3.4027324477743,0.0687428330198068
"248",24,"Red Junglefowl","2018",2018,-3.19642771673718,0.105722036444523
"249",24,"Red Junglefowl","2019",2019,-3.44616031211579,0.0878337443865804
"250",24,"Red Junglefowl","2020",2020,-3.52139627624702,0.108221071107627
"251",24,"Red Junglefowl","2021",2021,-3.29126763516391,0.0718579120017016
"252",24,"Red Junglefowl","2022",2022,-3.14679112368603,0.0993176751507321
"253",25,"Red Junglefowl","before 2000",1992,-3.36657406108131,0.105254233678107
"254",25,"Red Junglefowl","2000-2006",2003,-3.47175867053814,0.0763895255664079
"255",25,"Red Junglefowl","2007-2010",2009,-3.52732646751084,0.0986441109988007
"256",25,"Red Junglefowl","2011-2012",2012,-3.66639280826845,0.084690620041481
"257",25,"Red Junglefowl","2013",2013,-3.17412184582916,0.0745820488489084
"258",25,"Red Junglefowl","2014",2014,-3.42718101063139,0.0749386195846895
"259",25,"Red Junglefowl","2015",2015,-3.39825674292103,0.0733554181136292
"260",25,"Red Junglefowl","2016",2016,-3.28601545149245,0.0717473708022306
"261",25,"Red Junglefowl","2017",2017,-3.19204235577826,0.100716984659503
"262",25,"Red Junglefowl","2018",2018,-3.33578108391611,0.0853419795556313
"263",25,"Red Junglefowl","2019",2019,-3.13365207461515,0.103674914257024
"264",25,"Red Junglefowl","2020",2020,-3.44619978062191,0.0973515151578529
"265",25,"Red Junglefowl","2021",2021,-3.11362185465865,0.0922764273950163
"266",25,"Red Junglefowl","2022",2022,-3.47909227691763,0.0715291293660846
"267",26,"Red Junglefowl","before 2000",1992,-3.36192081823354,0.107950530069795
"268",26,"Red Junglefowl","2000-2006",2003,-3.2945187651776,0.0693592640604695
"269",26,"Red Junglefowl","2007-2010",2009,-3.44572487460364,0.0950859837995894
"270",26,"Red Junglefowl","2011-2012",2012,-3.40799837760017,0.0649385470439544
"271",26,"Red Junglefowl","2013",2013,-3.4369229408913,0.0693030744779776
"272",26,"Red Junglefowl","2014",2014,-3.52294713922358,0.107471894826437
"273",26,"Red Junglefowl","2015",2015,-3.19689677685892,0.103053098696552
"274",26,"Red Junglefowl","2016",2016,-3.12925168354165,0.101055499905679
"275",26,"Red Junglefowl","2017",2017,-3.34419242049612,0.0904959337108521
"276",26,"Red Junglefowl","2018",2018,-3.18763701000929,0.0687119261220438
"277",26,"Red Junglefowl","2019",2019,-3.48691775447423,0.0696924928845793
"278",26,"Red Junglefowl","2020",2020,-3.13462688554749,0.110419836230186
"279",26,"Red Junglefowl","2021",2021,-3.67929017111692,0.08053926720296
"280",26,"Red Junglefowl","2022",2022,-3.47958065643088,0.0792900148824707
"281",27,"Red Junglefowl","before 2000",1992,-3.35961293075892,0.115243302926801
"282",27,"Red Junglefowl","2000-2006",2003,-3.12098804554643,0.101847402989508
"283",27,"Red Junglefowl","2007-2010",2009,-3.14826601082331,0.10530529683502
"284",27,"Red Junglefowl","2011-2012",2012,-3.19344066654924,0.105697548360175
"285",27,"Red Junglefowl","2013",2013,-3.53085772792985,0.108461270887092
"286",27,"Red Junglefowl","2014",2014,-3.44084828009194,0.0954402714196086
"287",27,"Red Junglefowl","2015",2015,-3.3437922303849,0.0881594885006947
"288",27,"Red Junglefowl","2016",2016,-3.67381288383424,0.0811577419884454
"289",27,"Red Junglefowl","2017",2017,-3.18067257587543,0.0779341238472594
"290",27,"Red Junglefowl","2018",2018,-3.4332558630402,0.0756414199676995
"291",27,"Red Junglefowl","2019",2019,-3.47312597661232,0.0769111220990101
"292",27,"Red Junglefowl","2020",2020,-3.48138843301996,0.0774909826349796
"293",27,"Red Junglefowl","2021",2021,-3.40072301545232,0.0719882057240248
"294",27,"Red Junglefowl","2022",2022,-3.28952013299835,0.0740392780815647
"295",28,"Red Junglefowl","before 2000",1992,-3.35853131549992,0.107657158278514
"296",28,"Red Junglefowl","2000-2006",2003,-3.67352084148395,0.0816349469743461
"297",28,"Red Junglefowl","2007-2010",2009,-3.47619268448204,0.0705432055743334
"298",28,"Red Junglefowl","2011-2012",2012,-3.33968871665159,0.0829887650798623
"299",28,"Red Junglefowl","2013",2013,-3.43721241387482,0.093211266530502
"300",28,"Red Junglefowl","2014",2014,-3.14113333566897,0.0976583010651354
"301",28,"Red Junglefowl","2015",2015,-3.17740528256224,0.070926627454764
"302",28,"Red Junglefowl","2016",2016,-3.3943277874222,0.0719547327423529
"303",28,"Red Junglefowl","2017",2017,-3.43029320195017,0.0711401134592371
"304",28,"Red Junglefowl","2018",2018,-3.52442711985151,0.111182102471051
"305",28,"Red Junglefowl","2019",2019,-3.28746217379566,0.0716821903032721
"306",28,"Red Junglefowl","2020",2020,-3.47126675774886,0.0730404176393723
"307",28,"Red Junglefowl","2021",2021,-3.18212216044157,0.0984236049712101
"308",28,"Red Junglefowl","2022",2022,-3.11205613815126,0.102681758660755
"309",29,"Red Junglefowl","before 2000",1992,-3.36283398155607,0.111763576081583
"310",29,"Red Junglefowl","2000-2006",2003,-3.39676824152325,0.0780303773629626
"311",29,"Red Junglefowl","2007-2010",2009,-3.47242191830145,0.0781774088645867
"312",29,"Red Junglefowl","2011-2012",2012,-3.17694224590659,0.0774966879019484
"313",29,"Red Junglefowl","2013",2013,-3.13762159975061,0.1056802936299
"314",29,"Red Junglefowl","2014",2014,-3.47972590152233,0.0760141990752501
"315",29,"Red Junglefowl","2015",2015,-3.42873377334863,0.0719363494712277
"316",29,"Red Junglefowl","2016",2016,-3.18323187732129,0.0977750667143265
"317",29,"Red Junglefowl","2017",2017,-3.52135267645152,0.103936532078333
"318",29,"Red Junglefowl","2018",2018,-3.44126374799964,0.0939522530374165
"319",29,"Red Junglefowl","2019",2019,-3.12073225374491,0.106471753013516
"320",29,"Red Junglefowl","2020",2020,-3.28389477293179,0.0734869329252401
"321",29,"Red Junglefowl","2021",2021,-3.34561655341044,0.0804205094012949
"322",29,"Red Junglefowl","2022",2022,-3.67338185060717,0.0813675994657965
"323",3,"Red Junglefowl","before 2000",1992,-3.39789207251358,0.109809325396648
"324",3,"Red Junglefowl","2000-2006",2003,-3.39963825755408,0.0706505174752328
"325",3,"Red Junglefowl","2007-2010",2009,-3.49009761563604,0.0790816548041392
"326",3,"Red Junglefowl","2011-2012",2012,-3.19692923826124,0.0734363655333852
"327",3,"Red Junglefowl","2013",2013,-3.1029876208225,0.104160975872958
"328",3,"Red Junglefowl","2014",2014,-3.48973524708559,0.0767564507615126
"329",3,"Red Junglefowl","2015",2015,-3.45190302870655,0.07546912250314
"330",3,"Red Junglefowl","2016",2016,-3.17838756718103,0.100840658465861
"331",3,"Red Junglefowl","2017",2017,-3.50603900669448,0.099021302176532
"332",3,"Red Junglefowl","2018",2018,-3.46955920291929,0.100390940866155
"333",3,"Red Junglefowl","2019",2019,-3.10536428436332,0.0974696476651455
"334",3,"Red Junglefowl","2020",2020,-3.30260956507592,0.0715898905811109
"335",3,"Red Junglefowl","2021",2021,-3.32839768266872,0.085608296738344
"336",3,"Red Junglefowl","2022",2022,-3.68247042362307,0.0838976700427739
"337",30,"Red Junglefowl","before 2000",1992,-3.36783695337085,0.10827919424157
"338",30,"Red Junglefowl","2000-2006",2003,-3.18860967434008,0.109348495035022
"339",30,"Red Junglefowl","2007-2010",2009,-3.28764244987991,0.0691449618499131
"340",30,"Red Junglefowl","2011-2012",2012,-3.42828556796245,0.0740585837924347
"341",30,"Red Junglefowl","2013",2013,-3.47721082826508,0.072237517185214
"342",30,"Red Junglefowl","2014",2014,-3.4702080389148,0.0700891763018996
"343",30,"Red Junglefowl","2015",2015,-3.52447882245105,0.104262652800558
"344",30,"Red Junglefowl","2016",2016,-3.3354332656378,0.0866839680458139
"345",30,"Red Junglefowl","2017",2017,-3.43353203456123,0.0950449390943771
"346",30,"Red Junglefowl","2018",2018,-3.14133792422545,0.101947139460235
"347",30,"Red Junglefowl","2019",2019,-3.6686585827136,0.0822464492224896
"348",30,"Red Junglefowl","2020",2020,-3.1100827078217,0.108545716646343
"349",30,"Red Junglefowl","2021",2021,-3.17537736758356,0.0749978240481678
"350",30,"Red Junglefowl","2022",2022,-3.3965585191742,0.0702897102652896
"351",31,"Red Junglefowl","before 2000",1992,-3.36086165463248,0.117475221754643
"352",31,"Red Junglefowl","2000-2006",2003,-3.34721849868275,0.0861421975088591
"353",31,"Red Junglefowl","2007-2010",2009,-3.1128673974669,0.105718868986908
